response_id,lottery,smoking,alcohol,gambling,skydiving,speeding,infidelity,steak,gender,age,income,education,location,steak_type
3234839930,,No,No,No,No,Yes,No,Yes,Male,45-60,,Some college or Associate degree,West North Central,Medium rare
3234821435,Lottery A,Yes,No,No,Yes,Yes,Yes,Yes,Female,45-60,"$100,000 - $149,999",Bachelor degree,East North Central,Medium rare
3234822951,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Female,30-44,"$150,000+",Graduate degree,West North Central,Medium
3234845017,Lottery A,No,Yes,No,No,Yes,No,Yes,Male,> 60,"$50,000 - $99,999",Graduate degree,South Atlantic,Medium
3234817478,Lottery B,No,Yes,Yes,No,Yes,No,Yes,,,,,,Medium Well
3234782029,Lottery B,No,Yes,No,No,Yes,No,Yes,Female,18-29,"$0 - $24,999",Bachelor degree,Mountain,Medium
3234846164,Lottery B,No,Yes,No,No,Yes,No,Yes,Female,> 60,"$150,000+",Bachelor degree,West North Central,Medium rare
3234870917,Lottery A,No,No,No,No,Yes,No,Yes,,,,,,Medium rare
3234846005,Lottery A,No,Yes,No,No,Yes,No,Yes,Female,45-60,"$150,000+",Bachelor degree,West South Central,Medium
3234761827,Lottery B,No,No,No,No,Yes,No,Yes,Female,18-29,"$25,000 - $49,999",High school degree,South Atlantic,Medium rare
3234860125,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Female,> 60,,Graduate degree,East North Central,Medium
3234836798,Lottery A,No,Yes,No,No,Yes,No,Yes,Female,30-44,"$50,000 - $99,999",Bachelor degree,New England,Medium Well
3234824072,Lottery A,No,Yes,Yes,No,Yes,Yes,Yes,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,East North Central,Medium rare
3234918764,Lottery A,No,No,Yes,No,Yes,No,Yes,Male,45-60,"$0 - $24,999",Some college or Associate degree,New England,Medium rare
3234897030,Lottery A,No,Yes,No,No,Yes,No,Yes,Female,> 60,"$100,000 - $149,999",Bachelor degree,New England,Medium rare
3234911072,Lottery A,No,Yes,No,No,No,No,Yes,Male,45-60,,High school degree,West South Central,Medium rare
3234918715,Lottery B,No,No,No,No,Yes,No,Yes,Male,45-60,"$50,000 - $99,999",Bachelor degree,South Atlantic,Medium Well
3234820540,Lottery B,No,No,No,No,Yes,No,Yes,Male,30-44,"$50,000 - $99,999",Graduate degree,Mountain,Medium rare
3234798094,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Female,45-60,"$50,000 - $99,999",Graduate degree,Pacific,Medium
3234847835,Lottery A,No,Yes,Yes,No,Yes,Yes,Yes,Male,30-44,"$100,000 - $149,999",Bachelor degree,Middle Atlantic,Medium
3234801446,Lottery A,Yes,Yes,Yes,No,Yes,Yes,Yes,Male,45-60,"$50,000 - $99,999",Bachelor degree,Mountain,Medium
3234763723,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Male,30-44,"$100,000 - $149,999",Bachelor degree,South Atlantic,Medium
3234772936,Lottery A,No,Yes,No,No,Yes,No,Yes,Male,> 60,"$50,000 - $99,999",Graduate degree,Pacific,Medium
3234931630,Lottery A,No,Yes,No,No,Yes,No,Yes,Male,> 60,"$25,000 - $49,999",Graduate degree,East North Central,Medium
3234853178,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Male,> 60,,Bachelor degree,West North Central,Medium rare
3234859297,Lottery A,No,Yes,No,No,Yes,No,Yes,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,Pacific,Medium Well
3234773000,Lottery A,No,Yes,Yes,No,Yes,Yes,Yes,,,,,,Medium Well
3234819931,Lottery A,No,Yes,No,No,Yes,No,Yes,Male,> 60,"$150,000+",Graduate degree,New England,Medium rare
3234893368,Lottery A,No,Yes,No,No,Yes,No,Yes,Male,18-29,"$25,000 - $49,999",Graduate degree,West North Central,Medium
3234921417,Lottery B,Yes,Yes,Yes,No,Yes,No,Yes,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,West South Central,Medium
3234839467,Lottery B,No,Yes,No,No,Yes,No,Yes,Female,> 60,"$150,000+",Bachelor degree,South Atlantic,Medium
3234840809,Lottery A,No,Yes,No,No,Yes,No,Yes,Female,45-60,,Graduate degree,Pacific,Medium rare
3234760413,Lottery B,Yes,Yes,Yes,No,Yes,No,Yes,Male,18-29,"$0 - $24,999",,Mountain,Medium
3234825833,Lottery B,No,No,No,No,Yes,No,Yes,Female,45-60,"$150,000+",Bachelor degree,New England,Medium Well
3234782863,Lottery A,Yes,No,No,No,Yes,No,Yes,Female,45-60,"$0 - $24,999",Bachelor degree,South Atlantic,Medium rare
3234930461,Lottery A,No,No,No,No,Yes,No,Yes,Male,18-29,"$0 - $24,999",Graduate degree,South Atlantic,Medium
3234815841,Lottery B,No,No,No,No,Yes,No,Yes,Female,> 60,"$50,000 - $99,999",Graduate degree,Pacific,Medium rare
3234803688,Lottery B,No,Yes,No,No,Yes,Yes,Yes,Female,30-44,"$50,000 - $99,999",Graduate degree,East North Central,Medium Well
3234769753,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,New England,Medium
3234785579,Lottery A,No,No,No,No,No,No,Yes,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,Middle Atlantic,Medium rare
3234894723,Lottery A,Yes,Yes,Yes,No,Yes,No,Yes,Male,> 60,,Bachelor degree,Middle Atlantic,Rare
3234858171,Lottery B,No,No,Yes,No,Yes,No,Yes,Male,> 60,"$0 - $24,999",Bachelor degree,South Atlantic,Medium
3234844257,Lottery B,No,Yes,Yes,No,No,No,Yes,Female,45-60,"$100,000 - $149,999",Bachelor degree,Mountain,Well
3234872996,Lottery B,No,Yes,No,No,Yes,No,Yes,Male,45-60,"$50,000 - $99,999",Graduate degree,East North Central,Medium rare
3234799316,Lottery A,No,Yes,No,No,Yes,Yes,Yes,Female,30-44,"$150,000+",Bachelor degree,Mountain,Medium
3234832934,Lottery B,No,Yes,Yes,Yes,Yes,No,Yes,Male,30-44,"$100,000 - $149,999",Bachelor degree,West South Central,Medium rare
3234832916,Lottery A,Yes,Yes,Yes,No,Yes,Yes,Yes,Male,18-29,"$0 - $24,999",Some college or Associate degree,Mountain,Medium
3234868937,Lottery A,Yes,Yes,Yes,No,Yes,No,Yes,Male,45-60,"$50,000 - $99,999",Bachelor degree,Pacific,Well
3234826323,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Male,30-44,"$25,000 - $49,999",Graduate degree,West North Central,Medium rare
3234834302,Lottery B,No,Yes,No,Yes,No,No,Yes,Female,45-60,"$25,000 - $49,999",Some college or Associate degree,East South Central,Medium
3234847389,Lottery A,No,Yes,No,No,Yes,Yes,Yes,Male,18-29,"$50,000 - $99,999",Bachelor degree,Middle Atlantic,Medium
3234880646,Lottery B,No,Yes,Yes,Yes,Yes,Yes,Yes,Male,30-44,"$100,000 - $149,999",Bachelor degree,Middle Atlantic,Medium
3234881800,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Male,30-44,"$25,000 - $49,999",Some college or Associate degree,South Atlantic,Medium Well
3234833027,Lottery A,No,Yes,No,No,Yes,No,Yes,Female,18-29,"$50,000 - $99,999",Bachelor degree,West North Central,Medium
3234814352,Lottery A,No,Yes,No,No,Yes,No,Yes,Female,45-60,"$150,000+",Some college or Associate degree,Middle Atlantic,Medium Well
3234787566,Lottery B,No,Yes,No,No,Yes,No,Yes,Female,30-44,"$50,000 - $99,999",Bachelor degree,South Atlantic,Medium rare
3234893232,Lottery B,No,Yes,No,No,Yes,Yes,Yes,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,East South Central,Medium rare
3234784700,Lottery B,No,Yes,No,No,Yes,No,Yes,Female,> 60,"$50,000 - $99,999",Graduate degree,East North Central,Medium rare
3234794766,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Female,> 60,"$50,000 - $99,999",Graduate degree,East North Central,Medium
3234929351,Lottery B,Yes,Yes,No,No,Yes,No,Yes,Male,45-60,"$50,000 - $99,999",Graduate degree,East South Central,Medium
3234812630,Lottery A,No,Yes,No,Yes,Yes,No,Yes,Female,30-44,,Some college or Associate degree,Mountain,Well
3234843837,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic,Medium
3234776702,Lottery B,No,No,No,No,No,No,Yes,Female,> 60,"$50,000 - $99,999",Graduate degree,Mountain,Medium rare
3234803960,Lottery B,No,No,No,No,Yes,No,Yes,Female,30-44,"$50,000 - $99,999",Bachelor degree,West South Central,Medium
3234858907,Lottery A,No,No,Yes,No,Yes,No,Yes,Female,45-60,,Some college or Associate degree,East South Central,Well
3234853658,Lottery B,No,Yes,No,No,Yes,No,Yes,Male,30-44,"$50,000 - $99,999",Graduate degree,South Atlantic,Medium rare
3234815283,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Male,45-60,"$100,000 - $149,999",Some college or Associate degree,Middle Atlantic,Medium Well
3234862159,Lottery B,No,Yes,No,No,Yes,No,Yes,,,,,,Medium rare
3234810697,Lottery A,Yes,Yes,Yes,No,Yes,No,Yes,Male,45-60,"$100,000 - $149,999",Bachelor degree,East North Central,Medium
3234818717,Lottery B,Yes,Yes,Yes,No,Yes,No,Yes,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,Pacific,Medium rare
3234898162,Lottery A,Yes,Yes,Yes,No,Yes,No,Yes,Male,45-60,,Graduate degree,Pacific,Medium rare
3234888305,Lottery B,No,Yes,No,No,Yes,No,Yes,Female,> 60,"$50,000 - $99,999",Graduate degree,West North Central,Medium
3234898344,Lottery B,No,Yes,No,No,Yes,No,Yes,Male,> 60,,Graduate degree,New England,Rare
3234817013,Lottery A,No,Yes,No,No,Yes,No,Yes,Female,30-44,"$150,000+",Bachelor degree,East North Central,Medium rare
3234814771,Lottery B,Yes,Yes,Yes,No,Yes,No,Yes,Female,> 60,"$25,000 - $49,999",Graduate degree,Pacific,Medium
3234855514,Lottery A,No,Yes,Yes,No,Yes,Yes,Yes,Female,30-44,"$50,000 - $99,999",Graduate degree,South Atlantic,Medium Well
3234770901,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Female,45-60,"$150,000+",Graduate degree,Mountain,Medium
3234767012,Lottery B,No,Yes,No,No,No,Yes,Yes,Male,30-44,"$0 - $24,999",Some college or Associate degree,East North Central,Well
3234822135,Lottery B,No,Yes,No,No,Yes,No,Yes,,,,,,Medium
3234793032,Lottery B,Yes,Yes,No,No,No,No,Yes,Male,18-29,"$0 - $24,999",Bachelor degree,East North Central,Medium Well
3234815061,Lottery A,No,Yes,No,No,Yes,No,Yes,Male,> 60,"$100,000 - $149,999",Graduate degree,Middle Atlantic,Medium rare
3234765812,Lottery A,No,Yes,No,No,Yes,No,Yes,Male,> 60,"$150,000+",Graduate degree,Pacific,Medium Well
3234804414,Lottery B,No,Yes,No,No,Yes,Yes,Yes,Female,30-44,"$25,000 - $49,999",Some college or Associate degree,South Atlantic,Medium Well
3234862267,Lottery B,No,Yes,No,No,Yes,No,Yes,Female,18-29,,Graduate degree,South Atlantic,Medium rare
3234870688,Lottery B,No,No,No,No,Yes,Yes,Yes,Male,18-29,"$0 - $24,999",Bachelor degree,East North Central,Medium
3234843826,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Female,45-60,"$50,000 - $99,999",Graduate degree,West North Central,Medium rare
3234838520,Lottery B,Yes,Yes,Yes,No,No,No,Yes,Male,30-44,"$25,000 - $49,999",Some college or Associate degree,Pacific,Medium rare
3234910999,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Male,> 60,"$50,000 - $99,999",Bachelor degree,Pacific,Medium
3234834323,Lottery B,No,Yes,No,No,Yes,Yes,Yes,Female,45-60,,Bachelor degree,Middle Atlantic,Rare
3234856888,Lottery B,No,No,No,No,Yes,No,Yes,Female,18-29,"$100,000 - $149,999",Some college or Associate degree,East South Central,Medium Well
3234879461,Lottery B,No,Yes,No,No,Yes,No,Yes,,,,,,Medium
3234818156,Lottery B,No,No,Yes,No,Yes,No,Yes,Male,45-60,,Some college or Associate degree,East North Central,Medium
3234815142,Lottery A,No,Yes,No,No,Yes,No,Yes,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,East North Central,Well
3234823512,Lottery B,Yes,Yes,No,No,Yes,No,Yes,Female,30-44,,Some college or Associate degree,West North Central,Medium rare
3234813345,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Female,> 60,"$50,000 - $99,999",Graduate degree,New England,Medium rare
3234807193,Lottery A,No,Yes,Yes,No,Yes,Yes,Yes,Female,45-60,,Graduate degree,East North Central,Medium rare
3234821131,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Female,45-60,"$50,000 - $99,999",Bachelor degree,Mountain,Medium Well
3234772571,Lottery B,Yes,Yes,Yes,No,Yes,No,Yes,Male,45-60,,High school degree,Mountain,Medium rare
3234889471,Lottery A,No,Yes,No,Yes,Yes,No,Yes,Male,30-44,,Some college or Associate degree,West South Central,Medium rare
3234871524,Lottery A,Yes,Yes,Yes,No,Yes,No,Yes,Female,18-29,"$25,000 - $49,999",High school degree,West North Central,Medium
3234924090,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Male,45-60,"$50,000 - $99,999",Bachelor degree,Pacific,Medium
3234794312,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic,Well
3234840931,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Male,45-60,"$100,000 - $149,999",Graduate degree,Middle Atlantic,Rare
3234896091,Lottery B,No,No,Yes,No,Yes,No,Yes,Female,> 60,,Some college or Associate degree,Pacific,Medium rare
3234786043,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Female,45-60,"$100,000 - $149,999",Some college or Associate degree,East North Central,Medium rare
3234771955,Lottery A,No,No,No,No,Yes,No,Yes,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,New England,Medium
3234775816,Lottery A,Yes,No,No,No,No,No,Yes,Female,45-60,"$25,000 - $49,999",Some college or Associate degree,Mountain,Medium Well
3234948197,Lottery A,No,No,Yes,No,Yes,No,Yes,Male,18-29,"$100,000 - $149,999",Graduate degree,Middle Atlantic,Medium rare
3234803833,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Female,45-60,"$100,000 - $149,999",Graduate degree,South Atlantic,Medium rare
3234791193,Lottery B,No,Yes,No,No,Yes,No,Yes,Male,45-60,"$100,000 - $149,999",Bachelor degree,Pacific,Medium rare
3234818242,Lottery A,Yes,No,No,No,Yes,No,Yes,Male,30-44,"$100,000 - $149,999",Bachelor degree,Pacific,Medium rare
3234870022,Lottery B,No,No,Yes,No,Yes,Yes,Yes,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,New England,Well
3234844263,Lottery B,No,Yes,No,No,Yes,No,Yes,Female,30-44,"$50,000 - $99,999",Bachelor degree,West South Central,Medium rare
3234811715,Lottery B,No,No,No,No,No,No,Yes,Female,> 60,,Some college or Associate degree,South Atlantic,Medium rare
3234893663,Lottery B,No,Yes,No,No,Yes,Yes,Yes,Male,> 60,"$150,000+",Bachelor degree,New England,Medium Well
