year,marital,divorce,childs,age,educ,sex,race,relig,xmovie,pornlaw,hapmar
1978,married,ds_no,4,68,12,male,white,protestant,x_yes,illegal,prettyhappy
2016,married,ds_yes,2,60,16,male,white,catholic,x_no,illegalillegal8,prettyhappy
1975,married,ds_no,2,53,10,male,white,protestant,x_no,illegalillegal8,prettyhappy
1993,married,ds_no,3,47,12,male,white,catholic,x_no,illegal,prettyhappy
1984,married,ds_no,3,35,12,female,white,catholic,x_no,illegalillegal8,prettyhappy
2004,married,ds_no,4,40,16,male,white,protestant,x_no,illegalillegal8,prettyhappy
2018,married,ds_no,0,55,16,female,white,none,x_yes,illegalillegal8,prettyhappy
2016,married,ds_yes,1,58,16,male,white,catholic,x_no,illegalillegal8,prettyhappy
1973,married,ds_no,2,40,12,female,white,protestant,x_no,illegal,prettyhappy
1998,married,ds_no,1,52,14,male,white,protestant,x_no,illegal,prettyhappy
2014,married,ds_yes,5,76,16,male,white,protestant,x_no,illegalillegal8,prettyhappy
1975,married,ds_no,2,44,12,female,white,protestant,x_no,illegal,prettyhappy
2016,married,ds_yes,1,65,16,female,white,protestant,x_no,illegal,prettyhappy
1986,married,ds_yes,0,85,8,female,white,protestant,x_no,illegal,prettyhappy
2008,married,ds_no,1,49,14,male,white,none,x_yes,illegalillegal8,prettyhappy
1983,married,ds_no,1,25,8,female,white,none,x_no,illegal,prettyhappy
1991,married,ds_no,2,40,13,female,white,protestant,x_yes,illegalillegal8,prettyhappy
1998,married,ds_no,4,73,8,female,white,protestant,x_no,illegal,prettyhappy
2004,married,ds_no,1,44,16,female,other,catholic,x_no,illegal,prettyhappy
1978,married,ds_yes,0,45,14,male,white,protestant,x_yes,illegal,prettyhappy
1984,married,ds_no,3,63,7,female,white,catholic,x_no,illegalillegal8,prettyhappy
1990,married,ds_no,3,63,12,female,white,catholic,x_no,illegal,prettyhappy
2014,married,ds_no,1,32,16,male,other,catholic,x_yes,illegalillegal8,prettyhappy
2006,married,ds_no,0,36,12,female,other,catholic,x_yes,illegal,prettyhappy
1996,married,ds_no,2,37,18,male,white,catholic,x_no,illegalillegal8,prettyhappy
2006,married,ds_no,1,21,6,female,white,catholic,x_no,illegal,prettyhappy
1983,married,ds_no,0,24,12,male,white,protestant,x_yes,illegalillegal8,prettyhappy
1986,married,ds_no,6,49,11,female,white,catholic,x_yes,illegalillegal8,prettyhappy
2018,married,ds_no,3,42,16,female,other,protestant,x_no,illegal,prettyhappy
2018,married,ds_no,2,62,16,female,white,protestant,x_no,illegalillegal8,prettyhappy
1975,married,ds_no,1,30,12,male,white,protestant,x_no,illegalillegal8,prettyhappy
1976,married,ds_no,5,47,16,male,white,catholic,x_no,illegalillegal8,prettyhappy
1973,married,ds_no,0,61,11,male,black,protestant,x_yes,illegalillegal8,prettyhappy
1987,married,ds_no,1,30,16,female,white,catholic,x_yes,illegalillegal8,prettyhappy
2016,married,ds_no,2,44,16,female,black,protestant,x_no,illegal,prettyhappy
2012,married,ds_no,3,58,6,male,white,catholic,x_no,dontknow,prettyhappy
2004,married,ds_no,0,36,16,female,other,catholic,x_yes,illegal,prettyhappy
2010,married,ds_no,4,79,12,male,white,protestant,x_no,illegal,prettyhappy
1978,married,ds_no,5,43,8,male,white,protestant,x_no,illegalillegal8,prettyhappy
1993,married,ds_no,1,28,16,female,white,protestant,x_no,illegalillegal8,prettyhappy
2012,married,ds_yes,2,59,12,male,white,christian,x_no,illegalillegal8,prettyhappy
1989,married,ds_no,4,65,12,male,white,catholic,x_no,illegalillegal8,prettyhappy
1986,married,ds_yes,1,36,12,male,black,protestant,x_yes,illegalillegal8,prettyhappy
1983,married,ds_yes,3,33,13,male,white,none,x_no,illegal,prettyhappy
1996,married,ds_no,2,50,18,female,white,catholic,x_no,illegal,prettyhappy
2016,married,ds_no,3,77,12,male,white,protestant,x_no,illegal,prettyhappy
2012,married,ds_no,0,37,18,male,other,none,x_yes,illegalillegal8,prettyhappy
2012,married,ds_no,2,52,4,female,white,protestant,x_no,illegal,prettyhappy
2016,married,ds_yes,4,83,12,male,white,protestant,x_no,illegalillegal8,prettyhappy
1988,married,ds_no,7,49,11,male,white,protestant,x_no,illegalillegal8,prettyhappy
1978,married,ds_no,3,44,10,male,black,protestant,x_no,illegal,prettyhappy
1980,married,ds_no,2,77,10,male,white,catholic,x_no,illegal,prettyhappy
2004,married,ds_yes,3,37,17,female,white,protestant,x_no,illegalillegal8,prettyhappy
2002,married,ds_no,1,48,12,male,white,catholic,x_no,illegalillegal8,prettyhappy
1987,married,ds_no,2,70,12,female,white,catholic,x_no,illegal,prettyhappy
2004,married,ds_no,0,29,12,male,white,protestant,x_yes,illegalillegal8,prettyhappy
1996,married,ds_yes,7,30,11,female,white,protestant,x_no,illegal,prettyhappy
2006,married,ds_yes,2,35,11,female,white,protestant,x_yes,illegal,prettyhappy
2008,married,ds_no,1,31,14,female,white,christian,x_yes,illegalillegal8,prettyhappy
2018,married,ds_no,1,63,19,female,white,catholic,x_no,illegalillegal8,prettyhappy
1994,married,ds_no,1,30,11,male,white,protestant,x_yes,illegalillegal8,prettyhappy
2006,married,ds_no,3,40,14,female,white,catholic,x_no,illegalillegal8,prettyhappy
2016,married,ds_yes,2,67,12,male,black,protestant,x_no,illegal,prettyhappy
1976,married,ds_no,1,28,12,male,white,protestant,x_no,illegalillegal8,prettyhappy
1994,married,noanswer,3,49,10,male,white,protestant,x_yes,illegalillegal8,prettyhappy
1987,married,ds_no,2,71,9,male,white,protestant,x_no,illegalillegal8,prettyhappy
1993,married,ds_yes,1,29,14,female,black,protestant,x_no,illegal,prettyhappy
1996,married,ds_no,1,32,12,male,white,catholic,x_no,illegal,prettyhappy
1998,married,ds_no,2,61,12,male,white,protestant,x_no,illegal,prettyhappy
1978,married,ds_no,3,35,12,female,black,protestant,x_yes,illegalillegal8,prettyhappy
1983,married,ds_no,3,27,12,male,white,protestant,x_no,illegalillegal8,prettyhappy
1996,married,ds_no,3,48,16,female,white,jewish,x_no,illegalillegal8,prettyhappy
1978,married,ds_no,2,31,12,female,black,protestant,x_no,illegalillegal8,prettyhappy
1984,married,ds_no,3,68,10,male,white,protestant,x_no,illegal,prettyhappy
2010,married,ds_no,5,34,8,female,other,catholic,x_no,illegal,prettyhappy
2004,married,ds_no,2,40,14,female,white,buddhism,x_no,legal,prettyhappy
1989,married,ds_no,2,52,12,male,white,catholic,x_no,illegalillegal8,prettyhappy
2006,married,ds_no,3,33,11,male,black,protestant,x_yes,legal,prettyhappy
1975,married,ds_no,1,62,8,male,white,protestant,x_no,illegal,prettyhappy
1994,married,ds_yes,2,30,14,male,black,protestant,x_yes,illegalillegal8,prettyhappy
2016,married,ds_no,6,82,12,male,white,none,x_no,illegal,prettyhappy
1996,married,ds_no,6,44,10,male,white,catholic,x_no,illegalillegal8,prettyhappy
1973,married,ds_no,4,36,12,female,black,protestant,x_no,illegalillegal8,prettyhappy
2000,married,ds_no,7,62,10,female,white,protestant,x_yes,illegalillegal8,prettyhappy
1996,married,ds_no,1,38,20,female,white,protestant,x_yes,illegalillegal8,prettyhappy
2000,married,ds_no,2,36,20,male,white,catholic,x_yes,illegalillegal8,prettyhappy
2002,married,ds_no,1,27,12,male,white,none,x_no,illegalillegal8,prettyhappy
1987,married,ds_no,4,41,16,male,black,protestant,x_no,illegal,prettyhappy
1980,married,ds_no,4,46,10,female,white,protestant,x_no,illegal,prettyhappy
2016,married,ds_no,0,28,14,male,white,catholic,x_yes,illegalillegal8,prettyhappy
1978,married,ds_yes,2,26,9,male,white,protestant,x_no,illegalillegal8,prettyhappy
1983,married,ds_no,0,27,12,female,white,catholic,x_yes,illegal,prettyhappy
2014,married,ds_no,0,35,10,male,other,none,x_yes,illegal,prettyhappy
1998,married,ds_no,6,67,12,female,white,protestant,x_no,illegalillegal8,prettyhappy
1993,married,ds_no,3,39,16,male,white,catholic,x_no,illegalillegal8,prettyhappy
1996,married,ds_no,2,41,14,male,black,protestant,x_no,illegalillegal8,prettyhappy
1996,married,ds_no,0,28,13,male,white,protestant,x_yes,illegalillegal8,prettyhappy
2000,married,ds_no,2,55,18,female,white,jewish,x_no,illegalillegal8,prettyhappy
1973,married,ds_no,3,35,12,female,white,protestant,x_no,illegalillegal8,prettyhappy
1994,married,ds_no,8,89,8,female,white,catholic,x_no,illegal,prettyhappy
1980,married,ds_no,2,33,9,male,white,catholic,x_no,legal,prettyhappy
2012,married,ds_no,4,76,18,female,white,catholic,x_yes,illegalillegal8,prettyhappy
2014,married,ds_no,2,54,16,male,white,none,x_no,illegalillegal8,prettyhappy
1994,married,ds_yes,2,44,12,male,white,protestant,x_no,illegalillegal8,prettyhappy
1988,married,ds_no,2,58,14,female,white,protestant,x_no,illegalillegal8,prettyhappy
1998,married,ds_yes,2,37,14,female,white,christian,x_no,illegalillegal8,prettyhappy
1987,married,ds_no,0,31,16,male,white,catholic,x_yes,illegal,prettyhappy
1990,married,ds_no,2,38,12,male,white,catholic,x_yes,illegalillegal8,prettyhappy
1998,married,ds_no,1,40,13,male,other,catholic,x_yes,illegal,prettyhappy
2008,married,ds_no,3,65,12,female,white,catholic,x_no,illegal,prettyhappy
2006,married,ds_no,1,32,14,male,white,catholic,x_no,illegalillegal8,prettyhappy
2004,married,ds_no,2,59,12,female,white,catholic,x_no,illegalillegal8,prettyhappy
2000,married,ds_no,2,42,16,male,white,christian,x_yes,illegalillegal8,prettyhappy
1996,married,ds_yes,1,47,16,male,white,none,x_no,illegal,prettyhappy
1987,married,ds_yes,3,54,7,female,white,protestant,x_no,legal,prettyhappy
1975,married,ds_yes,3,33,12,female,white,protestant,x_no,illegalillegal8,prettyhappy
2008,married,ds_no,2,72,16,male,black,catholic,x_yes,illegalillegal8,prettyhappy
1994,married,ds_no,1,35,19,female,white,none,x_no,illegalillegal8,prettyhappy
1988,married,ds_no,1,39,14,female,white,catholic,x_no,illegalillegal8,prettyhappy
1988,married,ds_no,3,39,12,male,white,catholic,x_yes,illegalillegal8,prettyhappy
1978,married,ds_no,4,43,16,male,white,protestant,x_yes,legal,prettyhappy
2006,married,ds_no,2,32,12,female,other,catholic,x_no,illegalillegal8,prettyhappy
1998,married,ds_no,2,42,16,female,white,none,x_no,illegalillegal8,prettyhappy
1978,married,ds_no,2,30,12,female,white,none,x_no,illegalillegal8,prettyhappy
1976,married,ds_no,3,33,11,female,white,protestant,x_no,illegalillegal8,prettyhappy
2002,married,ds_yes,6,75,8,male,white,none,x_yes,illegal,prettyhappy
1994,married,ds_no,3,49,12,male,white,protestant,x_no,illegalillegal8,prettyhappy
1983,married,ds_no,8,67,6,male,black,protestant,x_no,legal,prettyhappy
1996,married,ds_yes,5,44,10,male,white,protestant,x_no,illegalillegal8,prettyhappy
1996,married,ds_no,5,57,16,male,white,catholic,x_no,illegal,prettyhappy
1998,married,ds_yes,3,36,12,male,white,noanswer,x_yes,illegalillegal8,prettyhappy
1983,married,ds_no,2,34,13,male,white,protestant,x_no,illegalillegal8,prettyhappy
2018,married,ds_no,2,33,18,female,black,christian,x_no,illegalillegal8,prettyhappy
1986,married,ds_no,2,68,11,female,white,protestant,x_no,illegal,prettyhappy
1987,married,ds_no,4,69,13,male,white,protestant,x_no,illegal,prettyhappy
1998,married,ds_yes,4,47,12,male,white,protestant,x_yes,illegalillegal8,prettyhappy
1973,married,ds_no,3,57,13,male,white,catholic,x_yes,illegalillegal8,prettyhappy
2012,married,ds_no,2,76,9,male,white,protestant,x_no,illegal,prettyhappy
1980,married,ds_yes,2,57,12,female,white,protestant,x_yes,illegalillegal8,prettyhappy
2018,married,ds_yes,1,39,17,male,white,none,x_no,illegalillegal8,prettyhappy
1998,married,ds_yes,2,46,16,male,white,none,x_no,illegal,prettyhappy
2002,married,ds_no,2,35,13,female,white,christian,x_no,illegalillegal8,prettyhappy
1986,married,ds_yes,1,52,12,female,white,protestant,x_no,illegal,prettyhappy
2000,married,ds_no,1,31,12,female,white,catholic,x_yes,illegalillegal8,prettyhappy
1988,married,ds_no,4,76,12,female,white,protestant,x_yes,dontknow,prettyhappy
2014,married,ds_yes,2,67,11,male,white,protestant,x_no,illegal,prettyhappy
1975,married,ds_no,2,64,12,male,white,protestant,x_no,illegalillegal8,prettyhappy
2016,married,ds_yes,1,44,17,female,white,protestant,x_no,illegal,prettyhappy
1987,married,ds_no,4,34,10,male,white,protestant,x_yes,illegalillegal8,prettyhappy
1978,married,ds_no,2,24,8,female,white,protestant,x_no,illegal,prettyhappy
2008,married,ds_no,0,55,12,female,white,protestant,x_no,illegal,prettyhappy
2002,married,ds_no,3,48,14,female,black,protestant,x_no,illegal,prettyhappy
1986,married,ds_no,2,41,18,male,white,protestant,x_no,illegal,prettyhappy
1993,married,ds_no,0,36,12,male,white,protestant,x_no,illegal,prettyhappy
2000,married,ds_yes,4,41,16,male,white,catholic,x_no,illegalillegal8,prettyhappy
1996,married,ds_no,5,34,16,female,white,protestant,x_no,illegal,prettyhappy
1990,married,ds_no,2,53,12,male,white,protestant,x_yes,illegalillegal8,prettyhappy
1976,married,ds_no,3,61,10,male,white,protestant,x_no,legal,prettyhappy
1980,married,ds_yes,6,51,9,male,white,catholic,x_no,illegalillegal8,prettyhappy
1976,married,ds_no,4,58,10,female,white,protestant,x_no,illegal,prettyhappy
1998,married,ds_no,2,44,2,male,black,protestant,x_no,illegal,prettyhappy
1986,married,ds_no,0,57,17,male,white,jewish,x_no,illegal,prettyhappy
1991,married,ds_no,5,66,12,female,white,protestant,x_no,illegal,prettyhappy
2004,married,ds_no,3,46,12,female,black,protestant,x_no,illegalillegal8,prettyhappy
2000,married,ds_no,1,73,14,male,white,protestant,x_no,illegal,prettyhappy
1987,married,ds_yes,8,56,11,male,black,other,x_no,illegal,prettyhappy
1976,married,ds_no,7,54,14,female,white,catholic,x_yes,illegal,prettyhappy
2008,married,ds_no,3,57,12,male,white,protestant,x_no,illegal,prettyhappy
2014,married,ds_no,2,40,16,female,other,none,x_no,illegalillegal8,prettyhappy
1996,married,ds_yes,4,54,13,male,white,protestant,x_yes,illegalillegal8,prettyhappy
1975,married,ds_no,4,44,16,male,white,protestant,x_yes,illegal,prettyhappy
1998,married,ds_yes,3,33,9,female,white,noanswer,x_no,illegalillegal8,prettyhappy
1984,married,ds_no,3,83,12,female,white,protestant,x_no,illegal,prettyhappy
2008,married,ds_no,0,60,19,female,white,othereastern,x_no,illegal,prettyhappy
1976,married,ds_yes,0,24,14,female,white,protestant,x_no,illegalillegal8,prettyhappy
1984,married,ds_no,1,67,9,female,white,protestant,x_no,illegal,prettyhappy
2016,married,ds_no,2,72,10,female,white,catholic,x_no,illegalillegal8,prettyhappy
2006,married,ds_no,1,23,12,female,black,protestant,x_no,illegalillegal8,prettyhappy
2006,married,ds_no,1,30,16,female,white,protestant,x_no,illegalillegal8,prettyhappy
1993,married,ds_no,2,25,13,female,white,protestant,x_no,illegalillegal8,prettyhappy
1980,married,ds_yes,3,55,12,female,white,protestant,x_no,illegalillegal8,prettyhappy
1973,married,ds_no,4,49,16,female,white,protestant,x_no,illegalillegal8,prettyhappy
1994,married,ds_no,3,38,12,female,white,none,x_no,illegalillegal8,prettyhappy
1994,married,ds_no,2,38,14,male,white,catholic,x_no,illegalillegal8,prettyhappy
1986,married,ds_no,4,57,5,male,black,protestant,x_no,illegalillegal8,prettyhappy
1976,married,ds_no,1,49,8,female,white,protestant,x_no,illegal,prettyhappy
1978,married,ds_no,3,56,12,female,white,protestant,x_no,illegalillegal8,prettyhappy
1983,married,ds_no,2,28,12,female,white,catholic,x_no,illegalillegal8,prettyhappy
1987,married,ds_no,2,64,12,female,white,protestant,x_no,illegal,prettyhappy
1973,married,ds_no,2,44,12,male,white,catholic,x_no,illegal,prettyhappy
1994,married,ds_no,2,43,14,female,white,protestant,x_no,illegal,prettyhappy
1975,married,ds_yes,8,69,11,male,black,protestant,x_no,legal,prettyhappy
1986,married,ds_yes,2,43,12,male,white,jewish,x_yes,illegalillegal8,prettyhappy
2006,married,ds_no,2,27,11,female,white,protestant,x_no,illegal,prettyhappy
1975,married,ds_no,1,28,14,female,white,catholic,x_no,illegalillegal8,prettyhappy
1988,married,ds_no,0,28,13,male,white,protestant,x_yes,illegalillegal8,prettyhappy
2006,married,ds_no,1,28,9,female,other,protestant,x_no,illegal,prettyhappy
1998,married,ds_no,4,70,12,female,white,protestant,x_no,illegal,prettyhappy
2016,married,ds_no,2,44,11,male,white,protestant,x_no,illegal,prettyhappy
1988,married,ds_no,1,36,13,male,white,none,x_no,illegalillegal8,prettyhappy
2006,married,ds_yes,4,58,12,male,white,none,x_no,illegalillegal8,prettyhappy
2008,married,ds_yes,1,54,14,female,white,none,x_no,illegalillegal8,prettyhappy
2012,married,ds_no,1,40,16,male,white,protestant,x_yes,illegalillegal8,prettyhappy
1993,married,ds_no,3,74,10,male,black,protestant,x_yes,illegalillegal8,prettyhappy
2006,married,ds_no,3,70,8,male,white,protestant,x_no,illegal,prettyhappy
1998,married,ds_yes,6,61,13,female,white,protestant,x_yes,illegal,prettyhappy
1976,married,ds_no,3,60,12,male,white,protestant,x_no,illegalillegal8,prettyhappy
1994,married,ds_no,2,34,12,female,white,protestant,x_no,illegalillegal8,prettyhappy
2010,married,ds_no,3,44,18,male,white,protestant,x_yes,illegalillegal8,prettyhappy
1996,married,ds_no,2,37,12,female,white,other,x_no,illegalillegal8,prettyhappy
2004,married,ds_no,2,42,15,female,white,catholic,x_no,illegalillegal8,prettyhappy
1976,married,ds_no,2,28,20,male,white,none,x_no,illegalillegal8,prettyhappy
1989,married,ds_no,0,25,16,male,white,protestant,x_no,illegalillegal8,prettyhappy
1994,married,ds_no,2,33,16,female,white,catholic,x_no,illegal,prettyhappy
1980,married,ds_yes,2,58,12,female,white,jewish,x_no,illegal,prettyhappy
1983,married,ds_no,4,26,12,male,white,protestant,x_yes,illegalillegal8,prettyhappy
2016,married,ds_no,2,73,12,male,white,catholic,x_no,illegal,prettyhappy
1986,married,ds_yes,4,48,12,male,white,none,x_no,illegalillegal8,prettyhappy
2004,married,ds_yes,2,66,14,male,white,catholic,x_yes,illegalillegal8,prettyhappy
2002,married,ds_no,4,40,15,female,white,protestant,x_no,illegalillegal8,prettyhappy
2004,married,ds_no,4,55,12,male,white,catholic,x_yes,illegalillegal8,prettyhappy
1987,married,ds_no,1,72,9,female,black,protestant,x_no,illegalillegal8,prettyhappy
2006,married,ds_no,3,38,6,female,other,catholic,x_no,illegal,prettyhappy
1998,married,ds_no,1,42,12,male,white,none,x_no,illegal,prettyhappy
1993,married,ds_yes,0,47,19,male,white,catholic,x_yes,illegalillegal8,prettyhappy
1980,married,ds_no,2,31,15,male,white,none,x_no,illegalillegal8,prettyhappy
1988,married,ds_no,2,22,8,female,white,catholic,x_yes,illegalillegal8,prettyhappy
1990,married,ds_yes,4,43,8,female,other,protestant,x_yes,illegalillegal8,prettyhappy
2010,married,ds_no,3,53,14,female,white,christian,x_no,illegal,prettyhappy
1998,married,ds_no,1,20,13,female,white,protestant,x_yes,illegalillegal8,prettyhappy
2000,married,ds_no,4,40,16,male,black,protestant,x_no,illegalillegal8,prettyhappy
2000,married,ds_yes,3,54,12,female,white,protestant,x_no,illegal,prettyhappy
1987,married,ds_no,8,78,10,male,white,protestant,x_no,illegalillegal8,prettyhappy
1994,married,ds_no,4,56,8,male,white,none,x_no,illegalillegal8,prettyhappy
1973,married,ds_no,2,31,12,female,white,protestant,x_yes,illegalillegal8,prettyhappy
2010,married,ds_no,3,45,13,male,other,catholic,x_yes,illegalillegal8,prettyhappy
1987,married,ds_no,5,30,17,male,black,protestant,x_yes,illegalillegal8,prettyhappy
1998,married,ds_no,1,30,16,female,other,protestant,x_no,illegal,prettyhappy
1996,married,ds_no,1,38,18,female,white,catholic,x_no,illegalillegal8,prettyhappy
1980,married,ds_no,3,58,3,female,black,protestant,x_no,illegalillegal8,prettyhappy
1975,married,ds_no,1,34,12,male,white,protestant,x_no,illegal,prettyhappy
1984,married,ds_no,3,36,16,female,white,jewish,x_no,illegalillegal8,prettyhappy
1980,married,ds_no,2,23,9,female,white,catholic,x_no,illegalillegal8,prettyhappy
2000,married,ds_no,2,77,13,female,white,none,x_no,illegal,prettyhappy
2014,married,ds_yes,2,62,16,male,white,catholic,x_no,illegalillegal8,prettyhappy
1986,married,ds_no,4,38,5,male,white,catholic,x_no,illegalillegal8,prettyhappy
1984,married,ds_no,3,68,17,male,white,none,x_yes,legal,prettyhappy
1991,married,ds_no,3,28,9,female,white,protestant,x_no,illegalillegal8,prettyhappy
1973,married,ds_no,4,32,13,female,white,catholic,x_no,illegal,prettyhappy
1976,married,ds_no,5,50,12,female,white,catholic,x_no,illegal,prettyhappy
1987,married,ds_yes,2,47,18,female,white,protestant,x_no,illegalillegal8,prettyhappy
1989,married,ds_no,2,36,12,female,white,protestant,x_no,illegalillegal8,prettyhappy
1975,married,ds_no,2,50,16,male,white,protestant,x_yes,illegalillegal8,prettyhappy
1976,married,ds_no,2,31,13,female,white,protestant,x_no,illegalillegal8,prettyhappy
2010,married,ds_no,1,55,12,female,white,protestant,x_no,illegalillegal8,prettyhappy
1986,married,ds_no,1,32,12,female,white,protestant,x_no,illegalillegal8,prettyhappy
1986,married,ds_no,0,26,19,male,white,other,x_no,illegalillegal8,prettyhappy
1996,married,ds_no,3,53,13,female,white,protestant,x_no,illegal,prettyhappy
1987,married,ds_yes,2,60,12,female,white,protestant,x_no,legal,prettyhappy
2006,married,ds_no,1,48,8,female,white,protestant,x_no,illegal,prettyhappy
2004,married,ds_no,2,57,13,female,white,catholic,x_no,illegal,prettyhappy
2018,married,ds_no,2,25,11,male,white,none,x_no,illegal,prettyhappy
2000,married,ds_no,2,34,14,female,white,catholic,x_no,illegalillegal8,prettyhappy
1976,married,ds_no,0,28,16,female,white,protestant,x_no,illegal,prettyhappy
1980,married,ds_no,2,80,6,male,white,other,x_no,illegal,prettyhappy
1976,married,ds_no,5,31,11,female,white,protestant,x_no,illegalillegal8,prettyhappy
2016,married,ds_yes,7,49,9,female,white,none,x_no,illegalillegal8,prettyhappy
1984,married,ds_no,2,27,12,male,black,catholic,x_no,illegalillegal8,prettyhappy
2010,married,ds_yes,7,47,12,male,white,protestant,x_no,illegalillegal8,prettyhappy
2012,married,ds_no,2,51,17,male,white,catholic,x_yes,illegal,prettyhappy
1989,married,ds_no,0,54,98,female,white,protestant,x_no,illegalillegal8,prettyhappy
2012,married,ds_no,0,28,12,female,black,protestant,x_yes,illegal,prettyhappy
1987,married,ds_no,1,55,12,male,black,protestant,x_no,illegal,prettyhappy
1993,married,ds_no,1,31,16,female,white,other,x_yes,illegalillegal8,prettyhappy
1976,married,ds_no,3,30,10,female,white,catholic,x_yes,illegalillegal8,prettyhappy
1996,married,ds_yes,2,39,14,female,white,protestant,x_no,illegal,prettyhappy
1994,married,ds_no,2,49,12,female,white,protestant,x_no,illegal,prettyhappy
2008,married,ds_no,3,35,12,male,other,catholic,x_yes,illegalillegal8,prettyhappy
2006,married,ds_no,7,83,8,female,black,protestant,x_no,illegal,prettyhappy
2012,married,ds_no,2,29,13,female,black,protestant,x_yes,illegalillegal8,prettyhappy
1986,married,ds_no,2,33,12,male,black,protestant,x_no,illegalillegal8,prettyhappy
1983,married,ds_no,2,27,12,female,white,protestant,x_yes,illegalillegal8,prettyhappy
1983,married,ds_no,0,29,12,male,white,catholic,x_no,illegalillegal8,prettyhappy
2004,married,ds_no,2,37,9,female,white,none,x_no,illegal,prettyhappy
1996,married,ds_no,0,28,18,male,white,protestant,x_no,illegalillegal8,prettyhappy
1984,married,ds_no,0,25,12,male,white,protestant,x_yes,illegalillegal8,prettyhappy
1987,married,ds_no,3,36,14,male,black,protestant,x_no,illegalillegal8,prettyhappy
2018,married,ds_no,2,70,17,female,white,protestant,x_no,illegalillegal8,prettyhappy
1991,married,ds_yes,2,30,14,female,white,protestant,x_yes,illegalillegal8,prettyhappy
1993,married,ds_no,3,68,12,female,white,catholic,x_no,illegal,prettyhappy
1976,married,ds_no,1,64,16,female,white,catholic,x_no,illegal,prettyhappy
1976,married,ds_no,3,34,12,female,white,protestant,x_no,illegalillegal8,prettyhappy
1978,married,ds_no,0,28,12,male,white,catholic,x_no,illegalillegal8,prettyhappy
1980,married,ds_no,4,46,12,male,black,protestant,x_no,illegal,prettyhappy
1994,married,ds_no,2,39,13,female,white,catholic,x_no,illegal,prettyhappy
1987,married,ds_no,1,39,12,female,other,other,x_no,illegalillegal8,prettyhappy
1996,married,ds_no,3,61,8,male,white,protestant,x_no,illegalillegal8,prettyhappy
1976,married,ds_no,4,77,8,male,white,protestant,x_no,illegalillegal8,prettyhappy
1991,married,ds_no,2,29,14,female,white,protestant,x_yes,illegal,prettyhappy
1984,married,ds_no,2,61,10,male,white,catholic,x_no,legal,prettyhappy
1983,married,ds_yes,4,33,11,female,white,protestant,x_no,illegalillegal8,prettyhappy
1975,married,ds_yes,2,63,14,male,white,protestant,x_no,illegalillegal8,prettyhappy
1996,married,ds_no,0,44,18,female,white,protestant,x_no,illegalillegal8,prettyhappy
2000,married,ds_no,2,41,16,male,white,catholic,x_yes,illegalillegal8,prettyhappy
1987,married,ds_no,3,59,14,male,white,protestant,x_no,illegalillegal8,prettyhappy
1975,married,ds_yes,2,33,10,female,white,protestant,x_no,illegal,prettyhappy
2010,married,ds_no,1,29,16,female,white,other,x_no,illegalillegal8,prettyhappy
2012,married,ds_no,4,34,16,female,black,protestant,x_no,illegal,prettyhappy
2000,married,ds_no,2,27,12,male,other,none,x_yes,illegalillegal8,prettyhappy
1996,married,ds_no,0,53,12,female,white,none,x_no,legal,prettyhappy
1975,married,ds_yes,3,55,10,male,white,protestant,x_yes,illegalillegal8,prettyhappy
1991,married,ds_yes,2,63,20,male,white,protestant,x_no,illegalillegal8,prettyhappy
1998,married,ds_no,1,70,10,female,white,catholic,x_no,illegal,prettyhappy
1998,married,ds_no,0,30,12,female,white,catholic,x_no,illegalillegal8,prettyhappy
1975,married,ds_no,0,49,5,male,white,protestant,x_no,illegalillegal8,prettyhappy
1975,married,ds_no,4,63,11,female,white,protestant,x_no,illegal,prettyhappy
2006,married,ds_no,5,50,14,female,black,protestant,x_no,illegal,prettyhappy
2006,married,ds_yes,2,54,15,female,black,protestant,x_no,illegalillegal8,prettyhappy
1986,married,ds_no,2,43,11,female,white,catholic,x_yes,illegal,prettyhappy
1987,married,ds_no,3,28,16,female,white,catholic,x_yes,illegalillegal8,prettyhappy
2018,married,ds_no,1,39,17,female,white,none,x_no,illegalillegal8,prettyhappy
2006,married,ds_no,3,45,13,female,white,protestant,x_no,illegal,prettyhappy
1988,married,ds_no,3,56,13,female,white,catholic,x_no,illegal,prettyhappy
2018,married,ds_no,2,56,14,male,black,protestant,x_no,illegalillegal8,prettyhappy
2002,married,ds_yes,1,60,16,male,white,protestant,x_yes,illegalillegal8,prettyhappy
2014,married,ds_yes,2,64,15,female,white,protestant,x_no,illegal,prettyhappy
2006,married,ds_yes,3,67,14,male,white,catholic,x_no,illegalillegal8,prettyhappy
1984,married,ds_no,0,25,12,female,white,protestant,x_no,illegalillegal8,prettyhappy
2014,married,ds_no,2,65,12,male,white,protestant,x_yes,illegalillegal8,prettyhappy
1989,married,ds_yes,1,33,13,male,white,protestant,x_yes,illegalillegal8,prettyhappy
1984,married,ds_no,2,74,17,male,white,protestant,x_no,illegal,prettyhappy
2016,married,ds_no,3,50,12,male,white,catholic,x_yes,illegalillegal8,prettyhappy
1986,married,ds_no,3,30,12,female,white,catholic,x_no,illegal,prettyhappy
2002,married,ds_yes,1,48,16,male,white,protestant,x_no,illegalillegal8,prettyhappy
1973,married,ds_no,0,25,12,male,black,protestant,x_yes,illegalillegal8,prettyhappy
