response_id,lottery,smoking,alcohol,gambling,skydiving,speeding,infidelity,steak,gender,age,income,education,location,steak_type
3234820540,Lottery B,No,No,No,No,Yes,No,Yes,Male,30-44,"$50,000 - $99,999",Graduate degree,Mountain,Medium rare
3234820490,Lottery A,No,Yes,No,No,Yes,Yes,Yes,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic,Medium
3234820326,Lottery B,No,No,No,No,Yes,No,Yes,Male,45-60,"$50,000 - $99,999",Bachelor degree,Mountain,Well
3234820022,Lottery B,No,Yes,No,No,Yes,No,Yes,Female,30-44,"$100,000 - $149,999",Graduate degree,Pacific,Medium rare
3234819936,Lottery B,Yes,Yes,Yes,No,Yes,Yes,Yes,Male,30-44,"$50,000 - $99,999",Bachelor degree,South Atlantic,Medium
3234819931,Lottery A,No,Yes,No,No,Yes,No,Yes,Male,> 60,"$150,000+",Graduate degree,New England,Medium rare
3234819429,Lottery A,No,Yes,No,No,Yes,No,Yes,Male,30-44,"$50,000 - $99,999",Graduate degree,Middle Atlantic,Medium
3234818717,Lottery B,Yes,Yes,Yes,No,Yes,No,Yes,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,Pacific,Medium rare
3234818499,Lottery B,No,Yes,No,No,Yes,No,Yes,Female,18-29,"$100,000 - $149,999",Some college or Associate degree,East North Central,Medium
3234818242,Lottery A,Yes,No,No,No,Yes,No,Yes,Male,30-44,"$100,000 - $149,999",Bachelor degree,Pacific,Medium rare
3234817851,Lottery B,No,No,Yes,No,Yes,No,Yes,Female,30-44,"$0 - $24,999",Some college or Associate degree,South Atlantic,Rare
3234817013,Lottery A,No,Yes,No,No,Yes,No,Yes,Female,30-44,"$150,000+",Bachelor degree,East North Central,Medium rare
3234816708,Lottery B,No,Yes,No,No,Yes,No,Yes,Female,30-44,"$150,000+",Graduate degree,Mountain,Medium Well
3234816090,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Male,45-60,"$0 - $24,999",High school degree,West North Central,Medium
3234816078,Lottery A,Yes,Yes,Yes,No,Yes,Yes,Yes,Male,30-44,"$0 - $24,999",High school degree,South Atlantic,Well
3234815841,Lottery B,No,No,No,No,Yes,No,Yes,Female,> 60,"$50,000 - $99,999",Graduate degree,Pacific,Medium rare
3234815624,Lottery B,No,No,No,Yes,Yes,Yes,Yes,Female,> 60,"$50,000 - $99,999",Graduate degree,West South Central,Medium rare
3234815283,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Male,45-60,"$100,000 - $149,999",Some college or Associate degree,Middle Atlantic,Medium Well
3234815142,Lottery A,No,Yes,No,No,Yes,No,Yes,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,East North Central,Well
3234815061,Lottery A,No,Yes,No,No,Yes,No,Yes,Male,> 60,"$100,000 - $149,999",Graduate degree,Middle Atlantic,Medium rare
3234814771,Lottery B,Yes,Yes,Yes,No,Yes,No,Yes,Female,> 60,"$25,000 - $49,999",Graduate degree,Pacific,Medium
3234814352,Lottery A,No,Yes,No,No,Yes,No,Yes,Female,45-60,"$150,000+",Some college or Associate degree,Middle Atlantic,Medium Well
3234814278,Lottery A,No,Yes,No,No,Yes,No,Yes,Female,18-29,"$0 - $24,999",Bachelor degree,South Atlantic,Medium Well
3234813690,Lottery A,No,Yes,Yes,No,Yes,Yes,Yes,Female,45-60,"$150,000+",Graduate degree,East South Central,Medium
3234813682,Lottery A,No,Yes,No,No,No,No,Yes,Female,18-29,"$0 - $24,999",Some college or Associate degree,Pacific,Medium
3234813465,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Female,45-60,"$150,000+",Bachelor degree,Middle Atlantic,Medium
3234813345,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Female,> 60,"$50,000 - $99,999",Graduate degree,New England,Medium rare
3234811839,Lottery A,No,No,No,No,Yes,No,Yes,Male,> 60,"$50,000 - $99,999",Bachelor degree,New England,Medium rare
3234810697,Lottery A,Yes,Yes,Yes,No,Yes,No,Yes,Male,45-60,"$100,000 - $149,999",Bachelor degree,East North Central,Medium
3234810549,Lottery A,No,No,No,No,Yes,Yes,Yes,Male,30-44,"$100,000 - $149,999",Some college or Associate degree,Middle Atlantic,Medium rare
3234810109,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Female,> 60,"$50,000 - $99,999",Graduate degree,South Atlantic,Medium rare
3234809084,Lottery B,No,Yes,No,No,Yes,No,Yes,Female,45-60,"$100,000 - $149,999",Some college or Associate degree,Mountain,Medium
3234808432,Lottery B,No,Yes,No,No,Yes,Yes,Yes,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,East North Central,Medium
3234807851,Lottery B,No,Yes,No,No,Yes,No,Yes,Female,30-44,"$25,000 - $49,999",Bachelor degree,South Atlantic,Medium Well
3234807795,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Female,30-44,"$100,000 - $149,999",Graduate degree,Middle Atlantic,Medium
3234807540,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Female,45-60,"$100,000 - $149,999",Bachelor degree,South Atlantic,Medium rare
3234807362,Lottery A,No,No,Yes,Yes,Yes,No,Yes,Male,> 60,"$50,000 - $99,999",Bachelor degree,Middle Atlantic,Medium
3234807325,Lottery A,No,Yes,Yes,Yes,Yes,No,Yes,Male,30-44,"$100,000 - $149,999",Bachelor degree,East North Central,Medium rare
3234805307,Lottery A,No,Yes,No,No,Yes,No,Yes,Female,18-29,"$50,000 - $99,999",Bachelor degree,East North Central,Medium Well
3234804474,Lottery B,No,No,No,Yes,Yes,No,Yes,Female,45-60,"$50,000 - $99,999",Bachelor degree,South Atlantic,Rare
3234804414,Lottery B,No,Yes,No,No,Yes,Yes,Yes,Female,30-44,"$25,000 - $49,999",Some college or Associate degree,South Atlantic,Medium Well
3234803960,Lottery B,No,No,No,No,Yes,No,Yes,Female,30-44,"$50,000 - $99,999",Bachelor degree,West South Central,Medium
3234803833,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Female,45-60,"$100,000 - $149,999",Graduate degree,South Atlantic,Medium rare
3234803688,Lottery B,No,Yes,No,No,Yes,Yes,Yes,Female,30-44,"$50,000 - $99,999",Graduate degree,East North Central,Medium Well
3234803552,Lottery B,No,Yes,Yes,No,Yes,Yes,Yes,Female,30-44,"$25,000 - $49,999",Some college or Associate degree,Pacific,Medium
3234803474,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Male,> 60,"$150,000+",Some college or Associate degree,South Atlantic,Medium
3234803379,Lottery B,No,Yes,Yes,No,Yes,Yes,Yes,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,South Atlantic,Medium
3234802714,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Male,> 60,"$50,000 - $99,999",Bachelor degree,Middle Atlantic,Medium rare
3234802671,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Female,> 60,"$50,000 - $99,999",Graduate degree,New England,Medium
3234802032,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Female,45-60,"$50,000 - $99,999",Bachelor degree,East North Central,Medium rare
3234801820,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,Pacific,Medium Well
3234801517,Lottery B,Yes,Yes,No,No,Yes,No,Yes,Female,30-44,"$100,000 - $149,999",Graduate degree,Middle Atlantic,Medium Well
3234801446,Lottery A,Yes,Yes,Yes,No,Yes,Yes,Yes,Male,45-60,"$50,000 - $99,999",Bachelor degree,Mountain,Medium
3234800702,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Male,45-60,"$50,000 - $99,999",Graduate degree,South Atlantic,Medium rare
3234799316,Lottery A,No,Yes,No,No,Yes,Yes,Yes,Female,30-44,"$150,000+",Bachelor degree,Mountain,Medium
3234798094,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Female,45-60,"$50,000 - $99,999",Graduate degree,Pacific,Medium
3234797258,Lottery A,No,No,No,No,Yes,No,Yes,Female,18-29,"$25,000 - $49,999",High school degree,East South Central,Medium rare
3234796591,Lottery A,No,No,Yes,No,Yes,No,Yes,Female,> 60,"$50,000 - $99,999",Bachelor degree,South Atlantic,Medium rare
3234795992,Lottery B,No,Yes,No,No,Yes,No,Yes,Male,> 60,"$50,000 - $99,999",Graduate degree,Pacific,Medium rare
3234794766,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Female,> 60,"$50,000 - $99,999",Graduate degree,East North Central,Medium
3234794417,Lottery A,Yes,Yes,Yes,No,Yes,No,Yes,Female,18-29,"$50,000 - $99,999",Some college or Associate degree,West South Central,Medium rare
3234794312,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic,Well
3234793032,Lottery B,Yes,Yes,No,No,No,No,Yes,Male,18-29,"$0 - $24,999",Bachelor degree,East North Central,Medium Well
3234793005,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Female,45-60,"$25,000 - $49,999",Some college or Associate degree,Mountain,Medium Well
3234792864,Lottery B,No,Yes,No,No,Yes,No,Yes,Female,> 60,"$50,000 - $99,999",Bachelor degree,Mountain,Well
3234791203,Lottery B,Yes,Yes,Yes,No,No,Yes,Yes,Female,30-44,"$50,000 - $99,999",Graduate degree,Mountain,Medium rare
3234791193,Lottery B,No,Yes,No,No,Yes,No,Yes,Male,45-60,"$100,000 - $149,999",Bachelor degree,Pacific,Medium rare
3234790735,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Male,45-60,"$150,000+",Graduate degree,East North Central,Medium
3234790686,Lottery A,No,Yes,No,No,Yes,No,Yes,Male,18-29,"$100,000 - $149,999",Bachelor degree,Pacific,Medium rare
3234789350,Lottery B,No,Yes,No,No,Yes,No,Yes,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,Pacific,Medium rare
3234789070,Lottery B,No,Yes,No,No,Yes,No,Yes,Female,> 60,"$50,000 - $99,999",Graduate degree,West South Central,Medium rare
3234789052,Lottery A,No,Yes,No,No,Yes,Yes,Yes,Female,45-60,"$50,000 - $99,999",Graduate degree,West North Central,Rare
3234788903,Lottery A,Yes,Yes,Yes,No,Yes,No,Yes,Male,45-60,"$100,000 - $149,999",Bachelor degree,East South Central,Medium rare
3234787566,Lottery B,No,Yes,No,No,Yes,No,Yes,Female,30-44,"$50,000 - $99,999",Bachelor degree,South Atlantic,Medium rare
3234787469,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,South Atlantic,Medium rare
3234787013,Lottery A,No,No,Yes,No,Yes,Yes,Yes,Male,45-60,"$100,000 - $149,999",Bachelor degree,West South Central,Medium
3234786675,Lottery B,Yes,Yes,Yes,No,Yes,No,Yes,Male,> 60,"$0 - $24,999",Bachelor degree,Pacific,Medium Well
3234786043,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Female,45-60,"$100,000 - $149,999",Some college or Associate degree,East North Central,Medium rare
3234785906,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Male,45-60,"$100,000 - $149,999",Bachelor degree,West North Central,Medium rare
3234785679,Lottery A,No,No,Yes,No,No,No,Yes,Female,> 60,"$50,000 - $99,999",High school degree,Mountain,Medium
3234785579,Lottery A,No,No,No,No,No,No,Yes,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,Middle Atlantic,Medium rare
3234785571,Lottery B,No,No,No,No,Yes,Yes,Yes,Female,45-60,"$50,000 - $99,999",Graduate degree,Pacific,Medium
3234785120,Lottery B,Yes,Yes,Yes,No,Yes,No,Yes,Male,18-29,"$25,000 - $49,999",Some college or Associate degree,West North Central,Rare
3234785058,Lottery B,Yes,Yes,Yes,No,Yes,Yes,Yes,Male,30-44,"$100,000 - $149,999",Bachelor degree,South Atlantic,Medium rare
3234785000,Lottery B,No,Yes,No,Yes,Yes,No,Yes,Female,30-44,"$100,000 - $149,999",Graduate degree,West North Central,Medium
3234784700,Lottery B,No,Yes,No,No,Yes,No,Yes,Female,> 60,"$50,000 - $99,999",Graduate degree,East North Central,Medium rare
3234784673,Lottery B,No,Yes,No,No,Yes,No,Yes,Female,18-29,"$50,000 - $99,999",Bachelor degree,New England,Rare
3234783141,Lottery B,No,Yes,Yes,No,Yes,Yes,Yes,Female,30-44,"$50,000 - $99,999",Bachelor degree,East North Central,Medium
3234782863,Lottery A,Yes,No,No,No,Yes,No,Yes,Female,45-60,"$0 - $24,999",Bachelor degree,South Atlantic,Medium rare
3234782700,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Male,45-60,"$150,000+",Graduate degree,Pacific,Medium rare
3234782029,Lottery B,No,Yes,No,No,Yes,No,Yes,Female,18-29,"$0 - $24,999",Bachelor degree,Mountain,Medium
3234781654,Lottery B,No,No,No,No,Yes,No,Yes,Female,45-60,"$25,000 - $49,999",High school degree,Pacific,Medium rare
3234781534,Lottery A,No,No,Yes,No,Yes,No,Yes,Female,18-29,"$25,000 - $49,999",Graduate degree,South Atlantic,Medium rare
3234780665,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Male,30-44,"$100,000 - $149,999",Graduate degree,Middle Atlantic,Medium
3234780649,Lottery A,No,Yes,No,No,Yes,No,Yes,Male,18-29,"$25,000 - $49,999",Graduate degree,West North Central,Medium
3234779450,Lottery B,Yes,Yes,No,No,Yes,No,Yes,Male,18-29,"$0 - $24,999",Some college or Associate degree,Pacific,Medium
3234779361,Lottery B,No,No,No,No,Yes,No,Yes,Male,> 60,"$100,000 - $149,999",Graduate degree,East South Central,Medium Well
3234778878,Lottery A,Yes,Yes,No,No,Yes,No,Yes,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,East North Central,Medium rare
3234778653,Lottery A,Yes,Yes,Yes,No,Yes,No,Yes,Female,45-60,"$100,000 - $149,999",Some college or Associate degree,Pacific,Medium
3234778651,Lottery A,No,Yes,No,No,Yes,No,Yes,Male,> 60,"$150,000+",Graduate degree,South Atlantic,Rare
3234778299,Lottery B,No,Yes,No,Yes,Yes,Yes,Yes,Male,45-60,"$150,000+",Bachelor degree,South Atlantic,Medium Well
3234778201,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Male,18-29,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic,Medium Well
3234777660,Lottery B,No,Yes,No,No,Yes,No,Yes,Female,18-29,"$0 - $24,999",Some college or Associate degree,New England,Medium
3234777247,Lottery B,No,Yes,Yes,Yes,Yes,No,Yes,Male,45-60,"$0 - $24,999",Bachelor degree,Pacific,Medium
3234776895,Lottery B,No,No,No,No,No,No,Yes,Female,45-60,"$0 - $24,999",Some college or Associate degree,West South Central,Medium rare
3234776815,Lottery A,Yes,Yes,No,No,Yes,No,Yes,Female,45-60,"$150,000+",Bachelor degree,New England,Medium
3234776702,Lottery B,No,No,No,No,No,No,Yes,Female,> 60,"$50,000 - $99,999",Graduate degree,Mountain,Medium rare
3234775816,Lottery A,Yes,No,No,No,No,No,Yes,Female,45-60,"$25,000 - $49,999",Some college or Associate degree,Mountain,Medium Well
3234775052,Lottery B,Yes,Yes,No,No,Yes,No,Yes,Male,18-29,"$0 - $24,999",Some college or Associate degree,East North Central,Medium rare
3234774687,Lottery B,No,Yes,No,No,Yes,Yes,Yes,Male,18-29,"$25,000 - $49,999",High school degree,South Atlantic,Medium rare
3234774218,Lottery A,No,Yes,No,No,Yes,Yes,Yes,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,Mountain,Medium rare
3234773444,Lottery A,No,No,No,No,No,No,Yes,Male,30-44,"$50,000 - $99,999",Graduate degree,West North Central,Medium rare
3234772936,Lottery A,No,Yes,No,No,Yes,No,Yes,Male,> 60,"$50,000 - $99,999",Graduate degree,Pacific,Medium
3234772281,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Male,30-44,"$100,000 - $149,999",Bachelor degree,South Atlantic,Medium rare
3234771955,Lottery A,No,No,No,No,Yes,No,Yes,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,New England,Medium
3234771246,Lottery A,No,Yes,Yes,No,Yes,Yes,Yes,Male,30-44,"$50,000 - $99,999",Graduate degree,East North Central,Medium Well
3234770901,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Female,45-60,"$150,000+",Graduate degree,Mountain,Medium
3234769753,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,New England,Medium
3234769677,Lottery A,No,No,Yes,No,Yes,No,Yes,Female,30-44,"$0 - $24,999",Some college or Associate degree,West South Central,Medium Well
3234768064,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Female,30-44,"$100,000 - $149,999",Graduate degree,East North Central,Medium rare
3234767721,Lottery A,Yes,Yes,Yes,No,Yes,No,Yes,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,South Atlantic,Medium
3234767012,Lottery B,No,Yes,No,No,No,Yes,Yes,Male,30-44,"$0 - $24,999",Some college or Associate degree,East North Central,Well
3234765812,Lottery A,No,Yes,No,No,Yes,No,Yes,Male,> 60,"$150,000+",Graduate degree,Pacific,Medium Well
3234764807,Lottery A,No,Yes,No,No,Yes,No,Yes,Male,> 60,"$150,000+",Bachelor degree,Middle Atlantic,Medium rare
3234764452,Lottery B,Yes,Yes,Yes,Yes,Yes,No,Yes,Male,45-60,"$100,000 - $149,999",Some college or Associate degree,South Atlantic,Medium Well
3234764005,Lottery B,Yes,Yes,Yes,No,Yes,No,Yes,Female,18-29,"$50,000 - $99,999",Some college or Associate degree,Mountain,Medium rare
3234763723,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Male,30-44,"$100,000 - $149,999",Bachelor degree,South Atlantic,Medium
3234762638,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Male,> 60,"$50,000 - $99,999",Bachelor degree,Pacific,Medium rare
3234761879,Lottery B,No,Yes,No,No,Yes,No,Yes,Female,> 60,"$100,000 - $149,999",Bachelor degree,West North Central,Medium Well
3234761877,Lottery A,No,No,Yes,No,Yes,No,Yes,Male,30-44,"$50,000 - $99,999",Graduate degree,Pacific,Medium Well
3234761827,Lottery B,No,No,No,No,Yes,No,Yes,Female,18-29,"$25,000 - $49,999",High school degree,South Atlantic,Medium rare
3234761071,Lottery A,Yes,Yes,Yes,No,Yes,No,Yes,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,South Atlantic,Medium rare
