work,fnlwgt,education,marital,occupation,sex,capitalgain,capitalloss,hoursperweek,race,income
Private,180317,edu3,Single,Machine-op-inspct,Male,0,0,40,White,<=50K
Private,78410,edu2,Married,Adm-clerical,Female,0,0,40,White,>50K
Private,57723,edu1,Single,Sales,Male,0,0,30,White,<=50K
Private,393712,edu2,Single,Adm-clerical,Female,0,0,20,White,<=50K
Private,172695,edu3,Single,Other-service,Female,0,0,40,White,<=50K
Private,176410,edu3,Married,Prof-specialty,Female,5178,0,10,White,>50K
Self-emp-not-inc,42984,edu3,Married,Prof-specialty,Male,0,0,70,White,>50K
Private,128346,edu2,Single,Machine-op-inspct,Female,0,0,40,White,<=50K
Federal-gov,55621,edu3,Married,Other-service,Male,0,0,40,Black,<=50K
Federal-gov,391744,edu2,Single,Adm-clerical,Female,0,0,40,Black,<=50K
Self-emp-not-inc,116197,edu2,Married,Craft-repair,Male,0,0,40,White,<=50K
Self-emp-not-inc,82161,edu1,Single,Transport-moving,Male,0,0,35,White,<=50K
Private,183780,edu2,Married,Transport-moving,Male,0,1740,40,White,<=50K
Private,163460,edu2,Single,Sales,Male,0,0,20,Black,<=50K
Private,185127,edu3,Single,Exec-managerial,Male,0,0,40,White,<=50K
Private,226032,edu3,Married,Sales,Female,0,0,16,White,>50K
Private,237051,edu2,Single,Other-service,Female,0,0,25,White,<=50K
Private,301251,edu3,Married,Sales,Male,0,0,50,White,>50K
Private,170104,edu3,Married,Exec-managerial,Male,0,1977,50,White,>50K
Private,30447,edu3,Married,Transport-moving,Male,0,0,45,White,<=50K
Private,203488,edu3,Single,Sales,Male,0,0,60,White,<=50K
Private,204219,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,224358,edu1,Single,Other-service,Female,0,0,40,Black,<=50K
Private,340588,edu1,Married,Other-service,Male,0,0,54,White,<=50K
Private,59184,edu3,Single,Adm-clerical,Male,0,0,45,White,<=50K
State-gov,213389,edu2,Single,Protective-serv,Female,0,1726,38,White,<=50K
Local-gov,218184,edu3,Married,Prof-specialty,Male,0,1887,40,White,>50K
Self-emp-not-inc,147850,edu2,Married,Transport-moving,Male,0,0,30,White,<=50K
Federal-gov,160703,edu2,Married,Adm-clerical,Male,0,0,40,White,<=50K
Private,189251,edu3,Single,Prof-specialty,Female,0,0,40,White,<=50K
Private,156843,edu3,Single,Prof-specialty,Female,0,1564,54,White,>50K
Private,113814,edu2,Single,Farming-fishing,Male,0,0,40,White,<=50K
Private,54042,edu3,Single,Other-service,Female,2463,0,35,White,<=50K
Private,238186,edu2,Married,Machine-op-inspct,Male,0,2057,48,White,<=50K
Self-emp-not-inc,227065,edu2,Single,Craft-repair,Male,0,0,40,White,<=50K
Self-emp-not-inc,184335,edu1,Married,Farming-fishing,Male,0,0,30,White,<=50K
Private,153484,edu2,Married,Craft-repair,Male,0,0,40,White,>50K
Private,271610,edu2,Married,Transport-moving,Male,0,0,60,White,>50K
Private,229328,edu2,Married,Machine-op-inspct,Female,0,0,40,Black,<=50K
Private,261207,edu2,Married,Other-service,Male,0,0,40,White,>50K
Private,311495,edu2,Single,Exec-managerial,Female,0,0,40,White,<=50K
Private,235693,edu1,Single,Adm-clerical,Male,0,0,40,White,>50K
Federal-gov,36489,edu2,Single,Exec-managerial,Male,0,0,40,White,<=50K
Private,40681,edu3,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,142616,edu2,Single,Other-service,Female,0,0,30,Black,<=50K
Private,192936,edu3,Single,Exec-managerial,Female,0,0,30,White,<=50K
Private,52963,edu3,Single,Adm-clerical,Female,0,0,50,White,<=50K
Self-emp-not-inc,104489,edu3,Married,Sales,Male,0,0,40,White,>50K
Private,212780,edu2,Single,Sales,Female,0,0,30,Black,<=50K
Local-gov,146454,edu3,Married,Prof-specialty,Male,0,1648,4,White,<=50K
Local-gov,134886,edu2,Married,Other-service,Female,0,1740,35,White,<=50K
Private,91709,edu3,Single,Tech-support,Female,0,0,45,White,<=50K
Private,175537,edu2,Single,Adm-clerical,Female,0,0,37,Black,<=50K
Private,217654,edu2,Married,Handlers-cleaners,Male,0,0,40,White,>50K
Private,188661,edu2,Married,Craft-repair,Male,0,0,50,White,<=50K
Self-emp-inc,240504,edu2,Married,Exec-managerial,Male,0,0,70,White,>50K
Self-emp-not-inc,113080,edu1,Married,Sales,Male,0,0,58,White,>50K
Local-gov,219074,edu2,Single,Adm-clerical,Female,0,0,55,Black,>50K
Private,155489,edu2,Married,Transport-moving,Male,7688,0,55,White,>50K
Private,287797,edu2,Married,Craft-repair,Male,0,0,45,White,<=50K
Private,205706,edu2,Single,Exec-managerial,Female,0,0,40,White,<=50K
Private,321733,edu3,Single,Exec-managerial,Male,0,1741,40,White,<=50K
Private,148015,edu3,Married,Prof-specialty,Female,15024,0,40,Black,>50K
Self-emp-not-inc,388625,edu1,Married,Prof-specialty,Male,0,0,10,White,>50K
Private,24896,edu2,Single,Other-service,Female,0,0,35,White,<=50K
Private,175720,edu1,Single,Handlers-cleaners,Male,0,0,40,White,<=50K
Private,84154,edu2,Married,Tech-support,Male,0,0,20,White,<=50K
Private,94741,edu1,Married,Other-service,Female,0,0,24,White,<=50K
Local-gov,177566,edu2,Married,Prof-specialty,Male,0,0,50,White,<=50K
Local-gov,155106,edu3,Married,Exec-managerial,Male,0,0,40,White,<=50K
Private,112906,edu3,Single,Other-service,Female,0,0,44,White,<=50K
Private,353263,edu3,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,235109,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Local-gov,181242,edu1,Married,Craft-repair,Male,0,0,40,White,<=50K
Private,197093,edu2,Single,Other-service,Male,0,0,20,Black,<=50K
Self-emp-not-inc,264627,edu1,Single,Exec-managerial,Female,0,0,84,White,<=50K
Private,83893,edu2,Married,Exec-managerial,Male,0,0,40,White,>50K
Local-gov,112763,edu3,Single,Prof-specialty,Female,7430,0,36,White,>50K
Private,47353,edu1,Married,Other-service,Female,0,0,40,White,<=50K
Private,152307,edu2,Married,Adm-clerical,Male,7298,0,55,White,>50K
Private,273876,edu2,Single,Other-service,Male,0,0,60,White,<=50K
Private,128061,edu2,Single,Other-service,Female,594,0,15,White,<=50K
Local-gov,32587,edu3,Married,Exec-managerial,Male,0,0,50,Amer-Indian-Eskimo,>50K
Local-gov,283342,edu1,Single,Craft-repair,Male,0,0,40,Black,<=50K
Private,115677,edu3,Single,Prof-specialty,Male,0,0,40,White,<=50K
Private,288566,edu3,Single,Other-service,Male,0,0,40,White,<=50K
Private,86108,edu2,Single,Farming-fishing,Male,0,0,6,White,<=50K
Private,136455,edu2,Single,Sales,Female,0,0,16,White,<=50K
Federal-gov,200042,edu2,Married,Exec-managerial,Male,15024,0,40,White,>50K
Private,255847,edu2,Married,Machine-op-inspct,Male,4386,0,48,White,>50K
Private,153790,edu2,Married,Adm-clerical,Female,0,0,40,Black,<=50K
Self-emp-inc,103713,edu3,Married,Sales,Male,0,0,40,White,>50K
Self-emp-not-inc,153546,edu3,Single,Prof-specialty,Female,0,0,40,White,<=50K
Private,282609,edu1,Single,Handlers-cleaners,Male,0,0,30,White,<=50K
Private,170338,edu2,Single,Transport-moving,Male,0,0,40,White,<=50K
Private,57640,edu2,Married,Craft-repair,Male,0,0,35,White,<=50K
Private,149637,edu2,Single,Adm-clerical,Female,0,0,25,White,<=50K
Private,484475,edu1,Single,Craft-repair,Male,0,0,40,Black,<=50K
Private,115336,edu3,Married,Prof-specialty,Female,0,0,50,White,>50K
Private,32510,edu2,Married,Adm-clerical,Female,0,0,15,White,<=50K
Federal-gov,263162,edu2,Single,Transport-moving,Male,0,0,40,White,<=50K
Private,166606,edu2,Married,Exec-managerial,Male,0,0,40,White,<=50K
Self-emp-not-inc,186934,edu3,Married,Sales,Male,0,0,40,White,<=50K
Private,286020,edu2,Married,Machine-op-inspct,Male,0,0,45,White,<=50K
Private,114870,edu2,Single,Craft-repair,Male,0,0,40,White,<=50K
Private,361341,edu1,Single,Prof-specialty,Female,0,0,25,Asian-Pac-Islander,<=50K
Private,169069,edu2,Single,Craft-repair,Male,0,0,40,White,<=50K
Private,223594,edu2,Married,Craft-repair,Male,7688,0,40,Black,>50K
Private,174370,edu2,Single,Sales,Male,0,0,55,White,<=50K
Private,107425,edu2,Single,Sales,Female,0,0,40,White,<=50K
Private,197418,edu2,Single,Adm-clerical,Female,0,0,48,White,<=50K
Private,191130,edu3,Married,Prof-specialty,Male,15024,0,40,White,>50K
Private,193537,edu1,Single,Priv-house-serv,Female,0,0,50,White,<=50K
Private,401998,edu2,Single,Machine-op-inspct,Female,0,0,20,White,<=50K
Private,206008,edu2,Single,Adm-clerical,Male,0,0,50,Black,<=50K
Private,151817,edu3,Single,Tech-support,Female,0,0,36,White,<=50K
Private,119101,edu2,Married,Craft-repair,Male,0,1887,68,White,>50K
Self-emp-not-inc,39380,edu2,Married,Farming-fishing,Female,27828,0,20,White,>50K
Private,174325,edu1,Married,Transport-moving,Male,0,0,40,Black,<=50K
Self-emp-not-inc,191503,edu2,Married,Sales,Male,0,0,50,White,<=50K
Private,253581,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,136832,edu1,Single,Handlers-cleaners,Male,0,0,40,White,<=50K
Self-emp-inc,120121,edu3,Married,Sales,Male,0,0,50,White,>50K
Local-gov,254134,edu3,Single,Tech-support,Male,0,0,40,Black,<=50K
Private,216149,edu1,Married,Craft-repair,Male,0,0,45,White,<=50K
State-gov,304512,edu3,Single,Exec-managerial,Male,0,0,50,White,>50K
State-gov,121395,edu3,Married,Prof-specialty,Male,0,0,12,Asian-Pac-Islander,<=50K
Private,195329,edu2,Single,Other-service,Female,2202,0,35,White,<=50K
Private,274111,edu3,Married,Adm-clerical,Male,0,0,45,White,>50K
Private,69847,edu3,Single,Adm-clerical,Female,0,0,30,Asian-Pac-Islander,<=50K
Self-emp-inc,200689,edu3,Single,Sales,Female,0,0,40,White,<=50K
Private,185554,edu2,Single,Adm-clerical,Female,0,0,25,White,<=50K
Private,220993,edu2,Single,Machine-op-inspct,Male,0,0,40,White,<=50K
Private,38294,edu2,Single,Handlers-cleaners,Male,2597,0,40,White,<=50K
Private,233781,edu1,Single,Other-service,Male,0,0,18,Black,<=50K
Self-emp-not-inc,195000,edu2,Single,Prof-specialty,Female,0,0,40,White,<=50K
Private,100188,edu2,Single,Prof-specialty,Female,0,0,20,White,<=50K
Local-gov,255252,edu2,Single,Other-service,Male,0,0,20,White,<=50K
Private,37274,edu2,Married,Sales,Male,0,0,40,White,<=50K
Federal-gov,37933,edu2,Single,Adm-clerical,Female,2174,0,40,Black,<=50K
Local-gov,398988,edu3,Single,Adm-clerical,Male,0,0,18,White,<=50K
Private,170411,edu3,Married,Protective-serv,Male,0,0,40,White,>50K
Private,406078,edu2,Single,Adm-clerical,Female,0,0,25,White,<=50K
Private,373628,edu3,Single,Other-service,Female,0,0,20,White,<=50K
Private,118337,edu2,Married,Transport-moving,Male,0,0,60,White,<=50K
Private,182268,edu1,Married,Adm-clerical,Male,0,0,40,White,<=50K
Private,253759,edu2,Single,Exec-managerial,Male,0,0,3,White,<=50K
Private,157708,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Self-emp-not-inc,198867,edu1,Married,Craft-repair,Male,0,0,40,White,<=50K
Private,279667,edu1,Married,Craft-repair,Male,0,0,45,White,<=50K
Self-emp-not-inc,226497,edu2,Married,Sales,Male,0,0,50,White,<=50K
Private,142282,edu2,Single,Other-service,Female,0,0,25,White,<=50K
Private,143485,edu2,Married,Handlers-cleaners,Male,0,0,40,Black,<=50K
Private,85572,edu3,Married,Exec-managerial,Female,0,0,42,White,>50K
Private,209093,edu3,Single,Prof-specialty,Male,0,0,40,White,<=50K
Private,118792,edu2,Single,Sales,Female,0,0,12,White,<=50K
Private,47929,edu2,Married,Machine-op-inspct,Male,0,0,40,White,<=50K
State-gov,42706,edu2,Single,Adm-clerical,Male,0,0,30,White,<=50K
Private,93106,edu3,Single,Adm-clerical,Female,0,0,40,White,<=50K
Self-emp-not-inc,301568,edu2,Married,Prof-specialty,Female,0,0,35,White,>50K
Private,32271,edu2,Married,Craft-repair,Male,0,0,40,White,<=50K
Private,220776,edu3,Married,Exec-managerial,Male,0,0,35,White,>50K
Private,195148,edu2,Married,Craft-repair,Male,3137,0,40,White,<=50K
Self-emp-not-inc,335655,edu2,Single,Sales,Male,0,0,30,White,<=50K
Private,310101,edu2,Single,Sales,Female,0,0,40,Amer-Indian-Eskimo,<=50K
Private,245626,edu2,Married,Craft-repair,Male,0,0,60,Amer-Indian-Eskimo,<=50K
Private,31023,edu2,Married,Craft-repair,Male,0,0,45,White,<=50K
Private,301024,edu3,Single,Sales,Male,0,0,40,White,>50K
Private,329408,edu1,Single,Handlers-cleaners,Male,0,0,40,White,<=50K
Private,122175,edu2,Single,Handlers-cleaners,Male,0,0,40,White,<=50K
Private,275889,edu1,Single,Handlers-cleaners,Male,0,0,40,White,<=50K
Private,265097,edu2,Married,Machine-op-inspct,Male,0,0,40,White,<=50K
Local-gov,96076,edu3,Married,Exec-managerial,Male,0,0,40,White,>50K
Federal-gov,31728,edu2,Married,Adm-clerical,Female,0,0,40,White,>50K
Private,198996,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,509500,edu3,Single,Tech-support,Female,4787,0,45,White,>50K
Self-emp-not-inc,31848,edu2,Married,Farming-fishing,Male,0,0,50,White,<=50K
Private,29933,edu2,Single,Other-service,Male,0,0,40,White,<=50K
Self-emp-not-inc,190759,edu2,Single,Craft-repair,Male,0,0,40,White,<=50K
Self-emp-not-inc,134671,edu2,Married,Craft-repair,Male,0,0,40,White,<=50K
Self-emp-not-inc,525878,edu2,Married,Exec-managerial,Male,0,0,40,Black,<=50K
Local-gov,115497,edu2,Married,Exec-managerial,Male,0,0,40,White,<=50K
Private,147340,edu2,Single,Other-service,Female,0,0,50,White,>50K
Private,254672,edu2,Single,Machine-op-inspct,Female,2354,0,40,White,<=50K
Private,250647,edu2,Single,Adm-clerical,Male,0,0,12,White,<=50K
Private,240504,edu2,Married,Handlers-cleaners,Male,0,0,40,White,<=50K
Self-emp-not-inc,392286,edu3,Married,Sales,Male,0,0,50,White,>50K
Self-emp-not-inc,176756,edu2,Single,Farming-fishing,Male,0,0,35,White,<=50K
Private,217363,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,188669,edu2,Single,Sales,Female,0,0,30,White,<=50K
Private,301199,edu2,Single,Tech-support,Female,0,0,20,White,<=50K
Private,175509,edu3,Single,Prof-specialty,Male,0,0,50,White,<=50K
Self-emp-not-inc,54614,edu3,Married,Other-service,Female,0,0,40,White,<=50K
Private,108307,edu2,Single,Farming-fishing,Male,0,0,40,White,<=50K
Self-emp-not-inc,51620,edu3,Single,Craft-repair,Male,0,0,50,White,<=50K
Private,63210,edu2,Single,Handlers-cleaners,Male,0,0,15,White,<=50K
Self-emp-inc,79662,edu2,Married,Transport-moving,Male,0,0,60,White,<=50K
Private,443742,edu2,Single,Exec-managerial,Male,0,0,60,White,<=50K
Private,219835,edu2,Single,Handlers-cleaners,Male,0,0,30,White,<=50K
Private,341204,edu2,Single,Craft-repair,Female,0,0,40,White,<=50K
Federal-gov,341638,edu3,Married,Protective-serv,Male,0,0,92,White,<=50K
Local-gov,181758,edu3,Single,Prof-specialty,Female,0,0,40,White,<=50K
Private,304504,edu2,Married,Transport-moving,Male,0,1887,45,White,>50K
Private,213842,edu3,Single,Tech-support,Male,0,0,40,White,<=50K
Private,174373,edu2,Married,Sales,Male,0,0,30,White,>50K
State-gov,367292,edu2,Married,Protective-serv,Male,0,0,40,White,>50K
Self-emp-inc,249072,edu2,Married,Exec-managerial,Male,99999,0,60,White,>50K
Private,396482,edu3,Single,Sales,Female,0,0,48,White,<=50K
Private,55465,edu3,Single,Other-service,Male,0,0,15,White,<=50K
Private,186303,edu2,Single,Sales,Male,0,0,40,White,<=50K
Self-emp-not-inc,53956,edu2,Married,Farming-fishing,Male,0,0,45,White,<=50K
Private,165001,edu2,Married,Transport-moving,Male,0,0,60,White,>50K
Local-gov,255098,edu3,Single,Prof-specialty,Female,0,0,40,White,<=50K
State-gov,83411,edu2,Married,Exec-managerial,Male,0,0,40,White,>50K
Private,241885,edu2,Married,Farming-fishing,Male,0,0,40,White,<=50K
Local-gov,171889,edu2,Single,Transport-moving,Female,0,0,43,White,<=50K
Private,24344,edu3,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,246367,edu2,Single,Adm-clerical,Female,0,0,50,White,<=50K
Self-emp-not-inc,214323,edu1,Married,Craft-repair,Male,0,0,40,White,<=50K
Private,296538,edu2,Married,Sales,Male,0,0,45,White,>50K
Private,139180,edu1,Single,Other-service,Female,0,0,40,Black,<=50K
Private,456572,edu2,Single,Farming-fishing,Male,0,0,35,White,<=50K
Private,381645,edu3,Single,Prof-specialty,Male,0,0,50,White,<=50K
Private,192237,edu1,Single,Sales,Female,0,0,40,White,<=50K
Private,251603,edu2,Single,Other-service,Female,0,0,20,White,<=50K
Private,158993,edu2,Single,Machine-op-inspct,Female,0,0,38,Black,<=50K
Private,197200,edu2,Single,Machine-op-inspct,Male,0,0,40,White,<=50K
Private,189888,edu2,Single,Handlers-cleaners,Male,3325,0,60,White,<=50K
Private,314164,edu3,Married,Prof-specialty,Male,0,0,40,White,>50K
Local-gov,265477,edu3,Married,Prof-specialty,Male,0,0,40,White,>50K
Private,137296,edu3,Single,Other-service,Female,0,0,40,Black,<=50K
Self-emp-inc,176981,edu3,Single,Adm-clerical,Female,0,0,50,White,<=50K
Private,232139,edu2,Single,Transport-moving,Male,0,0,40,White,<=50K
Private,182342,edu3,Single,Sales,Male,0,0,40,White,<=50K
Private,293305,edu3,Married,Sales,Male,0,1887,40,White,>50K
Private,248990,edu1,Married,Machine-op-inspct,Male,0,0,40,White,<=50K
Private,224426,edu3,Single,Exec-managerial,Male,0,0,38,White,<=50K
Local-gov,207946,edu3,Single,Prof-specialty,Female,0,0,43,White,<=50K
Private,285946,edu3,Single,Exec-managerial,Female,0,0,50,White,<=50K
Private,178037,edu2,Single,Adm-clerical,Male,0,0,35,White,<=50K
Private,215495,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,181659,edu2,Married,Machine-op-inspct,Male,0,0,40,White,<=50K
Private,100734,edu2,Married,Adm-clerical,Female,0,0,40,White,<=50K
Private,143804,edu1,Married,Machine-op-inspct,Male,0,0,40,White,<=50K
Private,121466,edu2,Single,Adm-clerical,Male,0,0,40,White,<=50K
Private,100303,edu1,Married,Craft-repair,Male,0,0,40,White,<=50K
Private,345122,edu3,Married,Prof-specialty,Male,0,0,50,White,<=50K
Self-emp-not-inc,190836,edu2,Married,Sales,Male,0,0,50,White,>50K
Self-emp-inc,39844,edu2,Single,Transport-moving,Male,0,0,50,White,<=50K
Self-emp-not-inc,123681,edu3,Married,Prof-specialty,Male,0,0,30,White,<=50K
Private,158704,edu1,Single,Sales,Male,0,0,20,White,<=50K
Private,122575,edu3,Single,Exec-managerial,Male,0,0,60,Asian-Pac-Islander,<=50K
Self-emp-not-inc,164526,edu3,Single,Prof-specialty,Male,14084,0,45,White,>50K
Private,449354,edu2,Married,Adm-clerical,Male,4386,0,45,White,>50K
State-gov,121586,edu3,Married,Craft-repair,Male,0,0,40,White,<=50K
Private,99829,edu2,Single,Machine-op-inspct,Female,0,0,30,White,<=50K
Private,53833,edu3,Married,Sales,Male,0,0,50,White,<=50K
Private,38251,edu2,Single,Other-service,Female,0,0,40,White,<=50K
Private,35032,edu2,Married,Craft-repair,Male,0,0,40,White,<=50K
Private,237943,edu3,Married,Exec-managerial,Male,0,0,40,White,<=50K
Private,174283,edu3,Married,Sales,Male,0,0,50,White,>50K
Private,104509,edu3,Single,Sales,Female,0,0,65,White,>50K
Local-gov,190226,edu2,Single,Protective-serv,Male,0,0,40,White,<=50K
Private,261278,edu2,Single,Sales,Male,0,0,30,Black,<=50K
Private,165827,edu2,Married,Craft-repair,Male,0,0,40,White,<=50K
Private,112131,edu2,Married,Exec-managerial,Male,0,0,40,White,<=50K
Private,122002,edu2,Single,Adm-clerical,Male,0,0,40,Black,<=50K
Private,109015,edu2,Single,Tech-support,Female,0,0,40,White,<=50K
Private,89718,edu2,Married,Transport-moving,Male,0,0,45,White,<=50K
Self-emp-inc,349910,edu3,Married,Prof-specialty,Male,0,1977,50,White,>50K
Private,198330,edu3,Single,Prof-specialty,Female,0,0,37,Black,<=50K
Private,118941,edu3,Married,Exec-managerial,Female,0,0,32,White,>50K
Local-gov,203525,edu1,Married,Craft-repair,Male,2829,0,40,White,<=50K
Local-gov,425804,edu3,Single,Exec-managerial,Female,0,0,40,White,>50K
Private,123983,edu3,Married,Prof-specialty,Male,0,0,55,Asian-Pac-Islander,>50K
Private,227551,edu2,Married,Transport-moving,Male,0,0,40,White,<=50K
Private,61559,edu2,Single,Other-service,Male,0,0,50,White,<=50K
Private,89154,edu1,Single,Other-service,Male,0,0,40,White,<=50K
Local-gov,125863,edu3,Single,Prof-specialty,Male,0,0,35,White,<=50K
Self-emp-not-inc,201600,edu2,Married,Sales,Male,0,1902,60,White,>50K
Self-emp-not-inc,193451,edu2,Married,Transport-moving,Male,0,0,45,White,<=50K
Private,129024,edu2,Single,Other-service,Female,0,0,25,White,<=50K
Private,181652,edu2,Married,Machine-op-inspct,Female,0,0,40,White,<=50K
Private,111567,edu2,Married,Craft-repair,Male,0,0,40,White,>50K
Private,143574,edu2,Married,Sales,Male,0,0,16,White,<=50K
State-gov,456110,edu1,Single,Transport-moving,Female,0,0,52,White,<=50K
Private,86268,edu2,Single,Exec-managerial,Female,0,0,40,White,<=50K
Private,91819,edu2,Single,Handlers-cleaners,Male,0,0,20,White,<=50K
Private,300687,edu2,Single,Other-service,Male,0,0,40,Black,<=50K
Private,210794,edu3,Single,Prof-specialty,Female,0,0,40,White,<=50K
Private,147638,edu3,Single,Adm-clerical,Female,0,0,40,Asian-Pac-Islander,<=50K
Local-gov,82880,edu3,Married,Prof-specialty,Female,0,0,15,White,<=50K
Private,199763,edu2,Single,Protective-serv,Male,0,0,81,White,<=50K
Self-emp-not-inc,41591,edu3,Single,Craft-repair,Male,0,0,30,Amer-Indian-Eskimo,<=50K
Local-gov,175674,edu1,Married,Other-service,Male,0,0,40,White,<=50K
Private,224716,edu2,Single,Craft-repair,Male,0,0,40,White,<=50K
Private,257780,edu2,Married,Adm-clerical,Male,0,0,40,White,<=50K
Private,101833,edu1,Married,Transport-moving,Male,3103,0,40,White,>50K
Private,205188,edu1,Married,Machine-op-inspct,Male,0,0,40,White,<=50K
Private,62507,edu3,Single,Prof-specialty,Female,0,0,40,White,<=50K
Private,182715,edu2,Married,Sales,Male,0,0,48,White,<=50K
Private,142535,edu2,Single,Adm-clerical,Male,0,0,6,White,<=50K
Private,149204,edu3,Single,Exec-managerial,Male,0,0,40,White,<=50K
Private,347025,edu3,Single,Prof-specialty,Female,0,0,40,White,<=50K
State-gov,93449,edu3,Married,Prof-specialty,Male,0,0,40,Asian-Pac-Islander,>50K
Private,243368,edu1,Single,Farming-fishing,Male,0,0,50,White,<=50K
Private,182907,edu2,Married,Transport-moving,Male,0,0,55,White,<=50K
Private,165346,edu2,Single,Exec-managerial,Female,0,0,64,White,<=50K
Private,58582,edu3,Single,Craft-repair,Male,0,0,10,White,<=50K
Private,268083,edu2,Single,Exec-managerial,Female,0,0,40,White,<=50K
Private,413365,edu2,Married,Transport-moving,Male,0,0,40,Black,<=50K
Private,105803,edu2,Married,Craft-repair,Male,0,0,50,White,>50K
Private,100049,edu2,Married,Handlers-cleaners,Male,0,0,40,Amer-Indian-Eskimo,<=50K
Private,155433,edu3,Single,Prof-specialty,Female,0,0,40,White,<=50K
Private,95500,edu2,Married,Transport-moving,Male,0,0,40,White,<=50K
Private,188246,edu3,Married,Exec-managerial,Male,7298,0,45,White,>50K
Private,226975,edu2,Single,Sales,Male,0,1876,60,White,<=50K
Private,148121,edu2,Single,Exec-managerial,Female,0,0,40,Asian-Pac-Islander,<=50K
Self-emp-not-inc,223580,edu2,Married,Machine-op-inspct,Male,6514,0,40,White,>50K
Private,53833,edu2,Married,Machine-op-inspct,Male,0,0,40,White,>50K
Private,192283,edu2,Single,Other-service,Female,0,0,20,White,<=50K
Federal-gov,119156,edu2,Single,Adm-clerical,Male,0,0,20,White,<=50K
Private,209101,edu3,Married,Exec-managerial,Male,0,0,50,White,>50K
Private,323798,edu3,Married,Prof-specialty,Male,0,1902,38,White,>50K
Private,265671,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,308812,edu3,Single,Exec-managerial,Female,0,0,40,White,<=50K
Private,228057,edu1,Married,Machine-op-inspct,Female,0,0,40,White,<=50K
Private,149809,edu2,Single,Farming-fishing,Male,0,0,24,White,<=50K
Private,186935,edu1,Married,Transport-moving,Male,0,0,40,Black,<=50K
Private,323919,edu1,Married,Craft-repair,Male,0,0,40,White,<=50K
Private,69251,edu2,Married,Other-service,Male,0,0,40,Asian-Pac-Islander,<=50K
Private,183884,edu1,Married,Machine-op-inspct,Male,0,0,40,White,<=50K
Private,159187,edu2,Married,Craft-repair,Male,0,0,25,White,<=50K
Local-gov,149700,edu3,Married,Prof-specialty,Male,15024,0,35,White,>50K
Private,271431,edu1,Married,Other-service,Male,0,0,42,Black,<=50K
Private,32732,edu2,Single,Other-service,Male,0,0,45,White,<=50K
Private,131192,edu2,Married,Machine-op-inspct,Male,0,0,40,White,>50K
Private,200220,edu2,Married,Craft-repair,Male,0,0,40,White,<=50K
Self-emp-not-inc,220901,edu2,Single,Transport-moving,Male,0,0,30,White,<=50K
Private,31848,edu3,Married,Craft-repair,Male,0,0,40,White,>50K
Private,251905,edu3,Married,Prof-specialty,Male,0,0,50,White,<=50K
Private,172579,edu2,Married,Craft-repair,Female,0,0,40,White,<=50K
Private,187830,edu3,Single,Exec-managerial,Male,0,0,62,White,>50K
Local-gov,168539,edu3,Married,Exec-managerial,Male,0,0,50,White,>50K
State-gov,157639,edu2,Married,Protective-serv,Male,0,0,40,White,>50K
Private,183279,edu2,Married,Craft-repair,Male,0,0,40,White,<=50K
Private,222756,edu2,Married,Machine-op-inspct,Male,0,0,40,White,>50K
Private,70261,edu2,Single,Other-service,Male,0,0,30,White,<=50K
Private,143098,edu3,Married,Prof-specialty,Male,0,1902,40,Asian-Pac-Islander,>50K
Private,208019,edu1,Married,Machine-op-inspct,Male,0,0,40,White,<=50K
Private,121055,edu3,Married,Sales,Male,0,0,60,White,<=50K
Federal-gov,49398,edu3,Married,Prof-specialty,Male,0,0,40,White,>50K
Self-emp-not-inc,450544,edu3,Married,Exec-managerial,Male,0,0,40,White,>50K
State-gov,111163,edu2,Single,Adm-clerical,Female,0,0,38,White,<=50K
Private,200418,edu1,Married,Transport-moving,Male,0,0,40,White,<=50K
Private,327769,edu2,Single,Craft-repair,Male,0,0,40,White,<=50K
Self-emp-not-inc,86750,edu2,Married,Farming-fishing,Male,4508,0,72,White,<=50K
Private,204682,edu2,Single,Craft-repair,Male,2174,0,40,White,<=50K
Federal-gov,149573,edu3,Single,Protective-serv,Male,0,0,40,Black,<=50K
Private,242552,edu2,Single,Sales,Male,0,0,40,Black,<=50K
State-gov,188809,edu3,Single,Exec-managerial,Female,0,0,50,White,>50K
Private,501172,edu1,Married,Transport-moving,Male,0,0,40,White,<=50K
Self-emp-not-inc,174752,edu2,Single,Farming-fishing,Male,0,0,40,White,<=50K
Private,374763,edu1,Single,Craft-repair,Male,0,0,40,White,<=50K
Local-gov,150553,edu3,Single,Adm-clerical,Female,0,0,50,Asian-Pac-Islander,<=50K
Private,43646,edu2,Married,Craft-repair,Male,0,0,40,White,<=50K
