work,fnlwgt,education,marital,occupation,sex,capitalgain,capitalloss,hoursperweek,race,income
Private,124094,edu2,Married,Craft-repair,Male,0,0,40,White,<=50K
Local-gov,127651,edu2,Married,Craft-repair,Male,0,0,40,White,>50K
Private,268726,edu2,Married,Craft-repair,Male,0,0,46,White,<=50K
State-gov,104280,edu2,Married,Tech-support,Male,0,0,50,White,<=50K
Private,206671,edu3,Married,Craft-repair,Male,0,0,40,White,<=50K
Private,114544,edu3,Single,Exec-managerial,Male,0,0,45,White,>50K
Private,171088,edu2,Single,Sales,Female,0,0,10,White,<=50K
Private,199480,edu1,Single,Handlers-cleaners,Male,0,0,25,White,<=50K
Private,121012,edu2,Married,Machine-op-inspct,Male,0,0,40,White,<=50K
Private,216685,edu2,Married,Prof-specialty,Female,0,0,35,White,<=50K
Private,443701,edu2,Single,Adm-clerical,Female,0,0,40,Black,<=50K
Private,170299,edu3,Single,Prof-specialty,Female,0,0,43,White,<=50K
Private,125492,edu3,Single,Prof-specialty,Female,0,0,40,Black,<=50K
Private,403788,edu2,Single,Handlers-cleaners,Male,0,0,36,Black,<=50K
Private,88824,edu3,Single,Tech-support,Male,0,0,40,White,<=50K
Private,224421,edu3,Married,Farming-fishing,Male,0,0,44,White,>50K
Private,109482,edu2,Single,Prof-specialty,Male,0,0,98,White,<=50K
Private,195081,edu2,Single,Sales,Female,0,0,40,Black,<=50K
Self-emp-not-inc,235237,edu2,Married,Sales,Male,0,0,60,Black,>50K
State-gov,43475,edu3,Single,Prof-specialty,Male,0,0,40,White,<=50K
Private,238802,edu2,Married,Machine-op-inspct,Male,0,0,48,White,>50K
Local-gov,187749,edu3,Married,Adm-clerical,Male,0,0,20,Asian-Pac-Islander,<=50K
Private,106758,edu2,Single,Adm-clerical,Female,0,0,45,White,<=50K
Private,76371,edu2,Married,Handlers-cleaners,Male,0,0,45,White,>50K
State-gov,189385,edu2,Single,Exec-managerial,Female,0,0,30,Black,<=50K
Private,109928,edu2,Single,Adm-clerical,Female,0,0,40,Black,<=50K
Self-emp-inc,168191,edu2,Married,Craft-repair,Male,0,0,40,White,<=50K
State-gov,156417,edu2,Single,Prof-specialty,Male,0,0,20,White,<=50K
Private,98791,edu2,Married,Sales,Male,0,0,40,White,>50K
Private,224634,edu3,Married,Prof-specialty,Female,0,0,45,White,>50K
Private,31053,edu2,Single,Exec-managerial,Female,0,0,40,White,<=50K
Self-emp-not-inc,147230,edu3,Married,Exec-managerial,Male,0,0,60,White,<=50K
Private,177027,edu3,Married,Other-service,Female,7688,0,52,Asian-Pac-Islander,>50K
Private,107998,edu2,Single,Machine-op-inspct,Female,0,0,40,White,<=50K
Private,347446,edu1,Married,Machine-op-inspct,Male,0,0,40,Black,<=50K
Self-emp-not-inc,177806,edu3,Married,Farming-fishing,Male,0,0,40,White,<=50K
Private,169469,edu2,Married,Exec-managerial,Male,7298,0,40,White,>50K
Private,105460,edu1,Single,Craft-repair,Male,0,0,20,White,<=50K
Private,157941,edu3,Single,Tech-support,Male,0,0,40,White,<=50K
Private,33616,edu2,Single,Other-service,Female,0,0,35,White,<=50K
Local-gov,175509,edu2,Married,Protective-serv,Male,0,0,40,White,<=50K
State-gov,88215,edu3,Married,Prof-specialty,Female,0,0,40,Asian-Pac-Islander,>50K
Private,206343,edu2,Single,Protective-serv,Male,0,0,40,White,<=50K
Private,203076,edu1,Married,Handlers-cleaners,Male,0,0,40,White,<=50K
Self-emp-not-inc,328051,edu3,Single,Prof-specialty,Female,0,0,60,White,<=50K
Private,377692,edu3,Single,Tech-support,Male,0,0,40,White,<=50K
Private,114059,edu3,Married,Exec-managerial,Male,0,0,45,White,<=50K
Private,161744,edu1,Married,Sales,Male,0,0,16,White,<=50K
Private,145419,edu2,Single,Adm-clerical,Female,0,0,5,White,<=50K
Private,62155,edu2,Single,Sales,Male,0,0,35,Black,<=50K
Private,89690,edu3,Single,Prof-specialty,Female,0,0,40,White,>50K
Private,374367,edu3,Single,Sales,Male,0,0,44,Black,<=50K
Local-gov,167334,edu3,Single,Prof-specialty,Male,0,0,50,White,>50K
Private,185283,edu2,Married,Craft-repair,Male,0,0,40,White,<=50K
Private,165030,edu2,Single,Exec-managerial,Female,0,0,50,White,<=50K
Private,169557,edu2,Single,Machine-op-inspct,Male,6849,0,40,White,<=50K
Private,191196,edu2,Single,Other-service,Male,0,0,40,White,<=50K
Private,185459,edu2,Married,Transport-moving,Male,0,0,45,White,<=50K
Self-emp-not-inc,39610,edu2,Married,Farming-fishing,Male,0,0,80,White,<=50K
Private,195994,edu3,Single,Adm-clerical,Female,0,0,35,White,<=50K
Private,222450,edu1,Married,Machine-op-inspct,Male,0,0,40,White,<=50K
Private,259425,edu1,Single,Machine-op-inspct,Male,0,0,50,White,<=50K
Private,144259,edu2,Single,Craft-repair,Male,0,0,50,Black,<=50K
Federal-gov,344415,edu3,Married,Armed-Forces,Male,0,1887,40,White,>50K
Private,38819,edu2,Married,Exec-managerial,Male,0,0,60,White,>50K
Private,83253,edu2,Married,Transport-moving,Male,0,0,60,White,<=50K
Self-emp-not-inc,45546,edu2,Single,Sales,Female,0,0,16,White,<=50K
Private,274158,edu3,Married,Protective-serv,Male,3103,0,40,Black,>50K
Private,193741,edu1,Single,Other-service,Male,0,0,30,Black,<=50K
Private,293017,edu2,Single,Tech-support,Female,0,0,40,Black,<=50K
Local-gov,128091,edu2,Single,Transport-moving,Female,0,0,40,White,<=50K
Local-gov,43959,edu2,Married,Other-service,Male,0,0,50,White,<=50K
Private,47541,edu3,Single,Transport-moving,Male,0,0,25,White,<=50K
Private,123075,edu3,Married,Prof-specialty,Male,0,0,45,White,>50K
Private,476558,edu1,Single,Craft-repair,Male,0,0,40,White,<=50K
Private,172232,edu2,Married,Machine-op-inspct,Male,0,0,42,White,<=50K
Local-gov,163921,edu1,Married,Transport-moving,Male,0,0,40,White,<=50K
Private,75577,edu1,Married,Adm-clerical,Male,2580,0,50,White,<=50K
Private,234663,edu2,Single,Transport-moving,Male,0,0,40,White,<=50K
Private,282062,edu1,Married,Transport-moving,Male,0,0,40,White,<=50K
Local-gov,211239,edu3,Single,Prof-specialty,Female,6497,0,40,White,<=50K
Private,330571,edu3,Single,Adm-clerical,Female,0,0,25,White,<=50K
Private,162228,edu2,Single,Sales,Male,0,0,30,White,<=50K
Private,223019,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,152810,edu3,Married,Exec-managerial,Male,0,1977,55,White,>50K
Private,135785,edu3,Single,Prof-specialty,Female,0,0,40,White,<=50K
Private,176219,edu3,Married,Machine-op-inspct,Male,0,0,40,Asian-Pac-Islander,<=50K
Private,249644,edu2,Single,Craft-repair,Male,0,0,48,White,>50K
State-gov,225904,edu3,Single,Prof-specialty,Male,0,0,40,White,<=50K
Private,248749,edu2,Single,Sales,Male,0,0,20,White,<=50K
Private,142169,edu2,Single,Handlers-cleaners,Male,0,0,40,White,<=50K
Private,67218,edu3,Married,Prof-specialty,Male,0,0,40,White,>50K
Self-emp-not-inc,33658,edu2,Single,Craft-repair,Male,0,0,40,White,<=50K
Local-gov,313852,edu3,Single,Prof-specialty,Female,0,0,25,White,<=50K
Private,401198,edu1,Single,Sales,Female,0,0,15,White,<=50K
Local-gov,178983,edu3,Single,Prof-specialty,Female,0,0,37,White,<=50K
Private,210318,edu2,Married,Farming-fishing,Male,0,0,40,White,<=50K
Private,146660,edu2,Married,Craft-repair,Male,0,0,60,White,<=50K
Private,236770,edu2,Married,Craft-repair,Male,0,0,40,White,<=50K
State-gov,119033,edu2,Married,Transport-moving,Male,0,0,40,White,>50K
Private,233511,edu3,Married,Exec-managerial,Male,0,1977,60,White,>50K
Private,97939,edu3,Single,Machine-op-inspct,Female,0,0,42,White,<=50K
State-gov,224474,edu2,Single,Exec-managerial,Female,0,0,40,White,<=50K
Private,173607,edu1,Married,Transport-moving,Male,0,0,40,White,<=50K
Private,116878,edu3,Married,Prof-specialty,Male,15024,0,30,White,>50K
Private,103789,edu3,Single,Adm-clerical,Female,0,0,32,Black,<=50K
Self-emp-inc,49249,edu3,Married,Exec-managerial,Male,0,0,50,White,>50K
Private,221095,edu2,Single,Craft-repair,Male,0,0,40,Black,<=50K
Private,180645,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,202153,edu2,Single,Adm-clerical,Female,0,0,30,White,<=50K
Private,240817,edu2,Single,Sales,Female,2597,0,40,White,<=50K
Self-emp-inc,106634,edu3,Single,Exec-managerial,Female,27828,0,35,White,>50K
Local-gov,293535,edu3,Married,Prof-specialty,Male,0,0,40,Black,>50K
Private,185251,edu2,Single,Sales,Male,0,0,40,White,<=50K
Private,109667,edu2,Single,Other-service,Male,0,0,40,White,<=50K
Private,47496,edu2,Single,Craft-repair,Male,0,0,42,White,<=50K
Local-gov,94991,edu2,Single,Other-service,Male,0,0,40,Amer-Indian-Eskimo,<=50K
Private,166863,edu3,Married,Exec-managerial,Male,0,0,40,White,>50K
Private,66687,edu2,Single,Craft-repair,Male,0,0,45,White,<=50K
Private,187711,edu2,Single,Machine-op-inspct,Male,0,0,40,White,<=50K
Self-emp-not-inc,106942,edu2,Single,Craft-repair,Male,0,0,40,White,<=50K
Private,198512,edu3,Single,Exec-managerial,Female,0,0,40,White,<=50K
Private,100734,edu2,Single,Tech-support,Female,0,0,40,White,<=50K
Private,103710,edu2,Single,Sales,Female,0,0,60,White,<=50K
Private,188763,edu3,Married,Prof-specialty,Male,0,0,45,White,>50K
Private,187577,edu2,Married,Craft-repair,Male,0,0,40,White,<=50K
Private,75073,edu2,Single,Craft-repair,Male,0,0,40,Black,<=50K
Self-emp-not-inc,33795,edu2,Married,Craft-repair,Male,0,0,45,White,<=50K
Private,290861,edu1,Married,Craft-repair,Male,0,0,40,Black,<=50K
Private,213887,edu2,Single,Farming-fishing,Male,0,0,40,White,<=50K
Self-emp-not-inc,138626,edu2,Married,Exec-managerial,Male,0,0,40,White,>50K
Self-emp-not-inc,125933,edu3,Single,Prof-specialty,Male,0,0,55,White,>50K
Private,209483,edu2,Single,Sales,Female,0,0,47,White,<=50K
Private,580591,edu1,Married,Farming-fishing,Male,0,0,28,White,<=50K
Private,165346,edu3,Married,Exec-managerial,Male,0,0,40,White,>50K
Self-emp-not-inc,81030,edu3,Married,Prof-specialty,Male,0,0,40,White,>50K
Private,219886,edu2,Married,Tech-support,Female,0,0,40,White,>50K
Private,257283,edu2,Single,Transport-moving,Male,0,0,40,White,<=50K
Private,208657,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,199352,edu3,Married,Prof-specialty,Male,0,1977,80,White,>50K
Private,170263,edu2,Single,Tech-support,Female,0,0,40,White,<=50K
Private,200246,edu3,Single,Craft-repair,Male,0,0,40,White,<=50K
Self-emp-not-inc,46514,edu2,Married,Sales,Female,0,0,25,White,<=50K
Private,177720,edu3,Single,Prof-specialty,Female,0,0,45,White,<=50K
Private,450695,edu2,Single,Sales,Male,0,0,35,White,<=50K
Private,196001,edu2,Married,Sales,Female,0,0,20,White,<=50K
Local-gov,247053,edu3,Married,Prof-specialty,Male,0,0,40,White,>50K
Private,204018,edu1,Single,Sales,Male,0,0,15,White,<=50K
Private,118514,edu2,Single,Craft-repair,Male,0,0,40,White,<=50K
Self-emp-not-inc,316093,edu3,Single,Prof-specialty,Male,0,1668,40,White,<=50K
Private,231948,edu2,Married,Craft-repair,Male,0,0,64,White,>50K
Private,296453,edu2,Single,Craft-repair,Male,0,0,35,White,<=50K
Private,331651,edu3,Single,Prof-specialty,Female,8614,0,50,White,>50K
State-gov,160045,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,37250,edu2,Married,Machine-op-inspct,Male,0,1651,40,White,<=50K
Private,80933,edu2,Married,Craft-repair,Male,0,0,52,White,<=50K
Private,278107,edu2,Married,Machine-op-inspct,Male,0,1573,30,White,<=50K
Private,160724,edu2,Married,Craft-repair,Male,0,0,40,Asian-Pac-Islander,<=50K
Private,295922,edu2,Single,Machine-op-inspct,Male,0,0,40,White,>50K
Federal-gov,190290,edu2,Single,Armed-Forces,Male,0,0,40,White,<=50K
Private,30424,edu1,Single,Other-service,Female,0,0,38,White,<=50K
Private,305834,edu2,Single,Other-service,Female,0,0,40,White,<=50K
Private,188189,edu2,Single,Tech-support,Female,0,0,30,White,<=50K
Private,293703,edu2,Married,Craft-repair,Male,0,0,40,Asian-Pac-Islander,<=50K
State-gov,73211,edu2,Married,Adm-clerical,Male,0,0,20,Asian-Pac-Islander,<=50K
Private,129232,edu2,Single,Adm-clerical,Male,0,0,40,White,<=50K
Private,247869,edu2,Single,Transport-moving,Male,0,0,50,White,>50K
Private,253556,edu2,Single,Sales,Male,0,0,40,White,<=50K
Private,50356,edu2,Married,Craft-repair,Male,0,1485,50,White,<=50K
Private,107009,edu2,Single,Other-service,Male,0,0,40,White,<=50K
Self-emp-not-inc,202027,edu3,Married,Prof-specialty,Male,0,1977,50,White,>50K
Private,36091,edu2,Single,Other-service,Female,0,0,40,Amer-Indian-Eskimo,<=50K
Self-emp-not-inc,185848,edu2,Single,Exec-managerial,Male,4650,0,50,White,<=50K
Private,315065,edu1,Single,Other-service,Male,0,0,60,White,<=50K
Private,206459,edu2,Married,Adm-clerical,Male,0,0,40,White,<=50K
Private,221533,edu1,Single,Craft-repair,Male,0,0,40,White,<=50K
Private,155574,edu2,Married,Craft-repair,Male,0,0,40,White,>50K
Private,235485,edu3,Married,Exec-managerial,Male,0,0,40,White,>50K
Private,117162,edu1,Single,Machine-op-inspct,Female,0,0,32,White,<=50K
Federal-gov,233955,edu3,Married,Exec-managerial,Male,0,0,40,Amer-Indian-Eskimo,<=50K
State-gov,281074,edu2,Single,Exec-managerial,Male,0,1092,40,White,<=50K
Private,236040,edu2,Married,Prof-specialty,Male,0,0,40,White,>50K
Private,39212,edu2,Single,Other-service,Female,0,0,20,White,<=50K
Private,270056,edu2,Single,Adm-clerical,Female,0,0,40,Asian-Pac-Islander,<=50K
Local-gov,381965,edu3,Married,Prof-specialty,Male,15024,0,40,White,>50K
Private,215304,edu3,Married,Prof-specialty,Male,0,0,45,White,>50K
Private,191479,edu2,Single,Exec-managerial,Female,0,0,40,Black,<=50K
Private,99835,edu3,Married,Prof-specialty,Male,0,0,60,White,>50K
Private,224207,edu2,Married,Sales,Male,0,0,40,White,>50K
Private,132326,edu2,Single,Adm-clerical,Male,0,0,40,White,<=50K
Self-emp-not-inc,30664,edu3,Married,Farming-fishing,Male,0,0,30,White,<=50K
Private,336088,edu2,Single,Exec-managerial,Female,0,0,50,Amer-Indian-Eskimo,<=50K
Self-emp-not-inc,175943,edu3,Married,Prof-specialty,Female,0,1977,15,White,>50K
State-gov,74334,edu3,Married,Adm-clerical,Male,0,0,40,Amer-Indian-Eskimo,>50K
Private,115511,edu3,Married,Prof-specialty,Male,0,0,50,White,<=50K
Local-gov,172646,edu1,Married,Exec-managerial,Male,0,0,40,White,<=50K
Private,171468,edu2,Married,Craft-repair,Female,0,0,40,White,<=50K
Private,103323,edu2,Married,Craft-repair,Male,7688,0,40,White,>50K
Private,188696,edu3,Single,Machine-op-inspct,Male,0,0,40,White,<=50K
Private,171356,edu3,Single,Craft-repair,Male,0,0,40,White,<=50K
Private,306779,edu3,Single,Exec-managerial,Male,0,0,35,White,<=50K
Private,192740,edu3,Married,Prof-specialty,Male,0,0,30,White,<=50K
Local-gov,33386,edu2,Single,Adm-clerical,Female,0,0,25,White,<=50K
Private,219619,edu3,Married,Prof-specialty,Male,15024,0,40,White,>50K
Private,194772,edu3,Married,Machine-op-inspct,Male,0,0,40,White,>50K
Self-emp-inc,166386,edu3,Married,Exec-managerial,Female,0,0,35,Asian-Pac-Islander,<=50K
Private,289448,edu3,Single,Prof-specialty,Female,0,0,40,Asian-Pac-Islander,>50K
Private,244605,edu3,Single,Craft-repair,Male,0,0,40,White,>50K
Private,57066,edu2,Married,Transport-moving,Male,0,0,40,White,<=50K
Private,128016,edu3,Single,Exec-managerial,Female,0,0,55,White,<=50K
Private,126675,edu3,Married,Craft-repair,Male,0,0,35,White,<=50K
Private,168680,edu2,Single,Adm-clerical,Female,0,0,40,Black,<=50K
Local-gov,138575,edu2,Single,Protective-serv,Male,0,0,56,White,<=50K
Private,379198,edu2,Single,Other-service,Male,0,0,40,Other,<=50K
Private,305379,edu3,Married,Exec-managerial,Male,0,1887,50,White,>50K
Self-emp-inc,253060,edu3,Married,Exec-managerial,Male,0,0,55,White,>50K
State-gov,345339,edu3,Single,Exec-managerial,Male,0,0,40,White,<=50K
State-gov,184682,edu3,Single,Other-service,Female,0,0,40,White,<=50K
Private,109277,edu1,Married,Machine-op-inspct,Male,0,0,48,White,<=50K
Private,414525,edu1,Single,Farming-fishing,Male,0,0,60,Black,<=50K
Private,181091,edu1,Single,Craft-repair,Male,0,0,35,White,<=50K
Private,433592,edu2,Married,Transport-moving,Male,0,0,45,Black,>50K
Private,153536,edu2,Married,Exec-managerial,Male,3103,0,40,White,>50K
Local-gov,44246,edu1,Married,Transport-moving,Male,0,0,40,White,<=50K
Federal-gov,92968,edu3,Single,Tech-support,Male,0,0,40,Black,<=50K
Self-emp-not-inc,117030,edu2,Married,Other-service,Male,0,0,40,White,<=50K
Local-gov,195897,edu3,Married,Prof-specialty,Male,0,0,60,White,<=50K
Private,114882,edu3,Married,Transport-moving,Male,0,0,40,White,<=50K
Self-emp-not-inc,51415,edu3,Married,Farming-fishing,Male,4931,0,98,White,<=50K
Private,269243,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,204235,edu2,Married,Transport-moving,Male,0,0,40,White,<=50K
Private,231962,edu2,Single,Other-service,Male,0,0,40,White,<=50K
Private,324120,edu2,Married,Handlers-cleaners,Male,0,0,50,White,<=50K
State-gov,172307,edu2,Married,Exec-managerial,Male,0,0,45,White,<=50K
Private,186717,edu2,Single,Sales,Male,0,0,40,White,<=50K
Self-emp-inc,113530,edu2,Single,Craft-repair,Male,0,0,45,White,<=50K
Private,29702,edu1,Married,Machine-op-inspct,Male,0,0,40,White,<=50K
Self-emp-not-inc,298834,edu3,Married,Prof-specialty,Male,0,0,50,White,<=50K
Private,162404,edu3,Single,Craft-repair,Male,0,0,60,Black,<=50K
Private,115803,edu1,Single,Transport-moving,Male,0,0,40,White,<=50K
State-gov,26892,edu3,Single,Adm-clerical,Male,0,0,40,White,<=50K
Private,141545,edu2,Married,Transport-moving,Male,0,1902,45,White,<=50K
Private,497280,edu1,Single,Other-service,Female,0,0,20,Black,<=50K
Private,98695,edu2,Single,Adm-clerical,Female,0,0,20,White,<=50K
Private,145439,edu2,Married,Adm-clerical,Male,0,0,40,Amer-Indian-Eskimo,<=50K
Private,32311,edu2,Married,Other-service,Female,0,0,40,White,<=50K
Private,34307,edu2,Single,Other-service,Female,0,0,35,White,<=50K
Private,25955,edu1,Single,Craft-repair,Male,0,0,35,Amer-Indian-Eskimo,<=50K
Local-gov,216851,edu3,Married,Tech-support,Male,0,0,40,White,>50K
Private,618191,edu2,Single,Exec-managerial,Female,0,0,40,White,<=50K
Private,242987,edu3,Married,Prof-specialty,Male,0,0,40,White,<=50K
Private,149871,edu2,Single,Adm-clerical,Female,0,0,40,Black,<=50K
Private,161198,edu3,Single,Prof-specialty,Male,0,0,25,White,<=50K
Private,150080,edu3,Single,Exec-managerial,Female,0,0,40,White,<=50K
Private,255176,edu2,Single,Adm-clerical,Female,0,0,20,White,<=50K
Private,316929,edu1,Single,Handlers-cleaners,Male,0,0,20,White,<=50K
Private,161141,edu2,Single,Handlers-cleaners,Male,0,0,40,White,<=50K
Private,65098,edu2,Single,Craft-repair,Male,0,0,30,White,<=50K
Private,314007,edu1,Married,Craft-repair,Male,0,2051,40,White,<=50K
Private,225193,edu3,Married,Exec-managerial,Male,0,0,40,White,<=50K
Private,49255,edu3,Married,Prof-specialty,Male,4386,0,40,White,>50K
State-gov,186451,edu3,Married,Prof-specialty,Male,0,1902,40,White,>50K
Private,49115,edu2,Married,Machine-op-inspct,Male,0,0,40,White,>50K
Private,55527,edu3,Single,Craft-repair,Male,0,0,45,Black,<=50K
Private,218678,edu2,Single,Sales,Male,0,0,49,White,<=50K
Private,180007,edu2,Single,Handlers-cleaners,Male,0,0,40,White,<=50K
Private,169544,edu3,Single,Tech-support,Male,0,0,40,White,<=50K
Private,195000,edu3,Single,Sales,Female,0,0,45,White,<=50K
Private,177147,edu2,Single,Handlers-cleaners,Male,0,0,40,White,<=50K
Private,111067,edu3,Married,Handlers-cleaners,Male,0,0,80,White,>50K
Private,126755,edu1,Married,Transport-moving,Male,0,0,45,White,<=50K
Private,28008,edu3,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,149388,edu3,Married,Craft-repair,Male,0,0,40,White,>50K
Private,114639,edu2,Single,Handlers-cleaners,Male,0,0,20,White,<=50K
Self-emp-not-inc,29306,edu2,Married,Farming-fishing,Male,0,0,40,White,<=50K
Private,393357,edu1,Married,Handlers-cleaners,Male,0,0,48,Black,<=50K
Self-emp-not-inc,219661,edu3,Married,Prof-specialty,Male,0,0,9,White,>50K
Self-emp-not-inc,24504,edu2,Single,Craft-repair,Male,0,0,50,White,<=50K
Private,161615,edu2,Single,Handlers-cleaners,Male,0,0,40,White,<=50K
Private,165867,edu2,Married,Craft-repair,Male,0,0,40,White,<=50K
Private,361721,edu3,Married,Transport-moving,Male,0,0,20,White,<=50K
Private,362589,edu3,Single,Sales,Female,0,0,15,White,<=50K
Private,108247,edu2,Married,Craft-repair,Male,3103,0,40,White,>50K
State-gov,21306,edu3,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,481987,edu3,Married,Tech-support,Male,0,0,18,White,>50K
Local-gov,159028,edu2,Married,Transport-moving,Male,0,0,40,White,<=50K
Private,201599,edu1,Single,Machine-op-inspct,Female,0,0,40,Black,<=50K
Private,419895,edu1,Single,Handlers-cleaners,Male,0,0,40,White,<=50K
Private,107236,edu2,Married,Other-service,Male,0,0,40,White,<=50K
Private,207578,edu3,Married,Tech-support,Male,0,1977,60,White,>50K
Local-gov,213195,edu3,Married,Adm-clerical,Female,0,0,40,White,>50K
Private,182566,edu3,Married,Sales,Male,0,0,40,Black,>50K
Private,324854,edu3,Single,Prof-specialty,Female,0,0,40,White,>50K
Private,117529,edu2,Married,Farming-fishing,Male,0,0,54,White,<=50K
Private,114967,edu3,Married,Prof-specialty,Male,0,0,40,White,>50K
Private,324629,edu3,Married,Exec-managerial,Male,0,0,40,White,<=50K
Self-emp-inc,64048,edu1,Single,Sales,Female,0,0,44,White,<=50K
Private,280215,edu2,Single,Handlers-cleaners,Male,0,0,40,Black,<=50K
Private,146429,edu2,Married,Craft-repair,Male,0,0,40,White,<=50K
Private,209826,edu2,Single,Sales,Female,0,0,15,White,<=50K
Local-gov,185267,edu3,Married,Prof-specialty,Male,0,1902,40,White,>50K
Local-gov,158703,edu2,Married,Other-service,Male,0,0,40,White,<=50K
Private,266600,edu2,Married,Adm-clerical,Male,3137,0,40,Black,<=50K
Private,103772,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,90415,edu3,Single,Tech-support,Male,0,0,40,Black,<=50K
Self-emp-inc,103995,edu3,Single,Sales,Female,0,0,25,White,<=50K
Private,57711,edu2,Single,Priv-house-serv,Female,0,0,40,White,<=50K
Private,70261,edu2,Single,Other-service,Male,0,0,40,White,<=50K
Private,104501,edu2,Single,Adm-clerical,Male,0,1980,40,White,<=50K
Private,184471,edu2,Single,Machine-op-inspct,Male,0,0,40,White,<=50K
Private,278107,edu2,Single,Craft-repair,Male,0,0,60,White,<=50K
Private,172498,edu2,Single,Handlers-cleaners,Male,0,0,40,White,<=50K
Private,359972,edu3,Married,Exec-managerial,Male,0,1887,40,White,>50K
Private,225821,edu3,Married,Prof-specialty,Male,0,1485,40,White,>50K
Private,215014,edu2,Married,Transport-moving,Male,0,0,50,White,<=50K
Federal-gov,187510,edu3,Married,Prof-specialty,Male,0,0,40,White,>50K
Private,191291,edu2,Single,Craft-repair,Male,0,0,40,White,<=50K
Private,132465,edu1,Married,Other-service,Male,0,0,40,White,<=50K
Private,190772,edu3,Single,Other-service,Female,0,0,40,White,<=50K
Private,363257,edu3,Single,Prof-specialty,Male,0,0,50,Black,<=50K
Private,96798,edu3,Single,Sales,Male,0,0,35,White,<=50K
Private,266983,edu2,Married,Handlers-cleaners,Male,0,0,32,White,<=50K
Private,181755,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,120277,edu3,Married,Prof-specialty,Male,15024,0,50,White,>50K
Private,268183,edu3,Married,Prof-specialty,Male,0,0,45,White,>50K
Private,189811,edu3,Married,Exec-managerial,Male,0,0,40,White,>50K
Self-emp-not-inc,39539,edu2,Married,Farming-fishing,Male,0,0,99,White,>50K
Private,158776,edu1,Married,Machine-op-inspct,Male,0,0,40,White,<=50K
Private,217460,edu3,Married,Prof-specialty,Male,0,0,40,White,>50K
Private,169815,edu3,Single,Sales,Male,0,0,40,White,<=50K
Self-emp-not-inc,348038,edu3,Married,Prof-specialty,Male,0,1902,50,White,>50K
Private,56322,edu2,Single,Other-service,Male,2176,0,25,White,<=50K
Private,237865,edu3,Single,Transport-moving,Male,0,0,40,Black,<=50K
Self-emp-not-inc,27847,edu2,Married,Craft-repair,Male,0,0,48,White,>50K
Federal-gov,171850,edu2,Single,Exec-managerial,Male,0,0,42,White,<=50K
Federal-gov,192065,edu2,Single,Exec-managerial,Female,0,0,40,White,<=50K
Private,253854,edu2,Married,Prof-specialty,Male,0,0,40,White,>50K
Private,237671,edu2,Married,Tech-support,Female,0,0,40,White,>50K
Private,184569,edu2,Single,Handlers-cleaners,Male,0,0,45,White,<=50K
Private,366929,edu2,Single,Adm-clerical,Female,0,0,35,White,<=50K
State-gov,106900,edu3,Married,Prof-specialty,Male,7298,0,60,White,>50K
Self-emp-not-inc,35448,edu2,Single,Other-service,Female,0,0,50,White,<=50K
Private,253190,edu2,Single,Handlers-cleaners,Male,0,0,48,White,<=50K
Private,122272,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,393702,edu3,Single,Prof-specialty,Female,0,0,40,White,<=50K
Private,260052,edu3,Married,Prof-specialty,Male,0,0,40,White,>50K
Private,252752,edu3,Single,Exec-managerial,Female,13550,0,60,White,>50K
Private,33975,edu2,Married,Exec-managerial,Male,0,0,40,White,>50K
Private,196332,edu2,Single,Other-service,Female,0,0,40,Black,<=50K
Federal-gov,289572,edu2,Married,Adm-clerical,Male,0,0,40,White,>50K
Local-gov,123983,edu3,Married,Exec-managerial,Male,0,0,40,Asian-Pac-Islander,>50K
Private,104973,edu2,Married,Craft-repair,Male,0,0,40,White,<=50K
Private,198759,edu3,Married,Exec-managerial,Male,0,0,60,White,<=50K
Federal-gov,168232,edu2,Married,Adm-clerical,Male,0,0,40,White,>50K
Private,235218,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,103277,edu2,Single,Adm-clerical,Female,0,0,20,White,<=50K
Private,109009,edu1,Married,Craft-repair,Male,0,0,40,White,<=50K
Private,317378,edu3,Single,Exec-managerial,Female,10520,0,40,White,>50K
Self-emp-not-inc,234859,edu2,Married,Other-service,Male,0,0,30,White,<=50K
State-gov,42478,edu3,Single,Exec-managerial,Male,0,0,40,White,<=50K
Self-emp-inc,321822,edu3,Married,Prof-specialty,Male,0,0,75,White,>50K
Private,154236,edu2,Married,Machine-op-inspct,Male,4386,0,58,White,>50K
Private,161638,edu2,Married,Machine-op-inspct,Female,0,0,40,White,<=50K
Private,226735,edu2,Married,Protective-serv,Male,0,0,70,Black,>50K
State-gov,248406,edu3,Married,Prof-specialty,Male,0,0,38,White,>50K
Private,317702,edu1,Single,Other-service,Female,0,0,40,Black,<=50K
