year,marital,divorce,childs,age,educ,sex,race,relig,xmovie,pornlaw,hapmar
1978,married,ds_no,3,62,12,female,white,protestant,x_no,illegal,prettyhappy
1987,married,ds_no,1,64,12,female,white,protestant,x_yes,illegalillegal8,prettyhappy
2018,married,ds_no,2,50,20,female,white,catholic,x_no,illegal,prettyhappy
1987,married,ds_no,3,54,11,male,black,protestant,x_no,illegalillegal8,prettyhappy
1973,married,ds_no,1,29,14,male,white,protestant,x_no,legal,prettyhappy
1976,married,ds_no,1,51,12,female,white,protestant,x_no,dontknow,prettyhappy
2004,married,ds_no,0,32,12,female,other,muslim,x_no,illegal,prettyhappy
2018,married,ds_no,0,70,12,male,white,protestant,x_no,illegalillegal8,prettyhappy
2002,married,ds_yes,2,47,13,female,white,catholic,x_no,illegal,prettyhappy
1983,married,ds_no,1,36,18,male,white,none,x_no,illegalillegal8,prettyhappy
2006,married,ds_no,6,33,14,female,black,protestant,x_yes,illegalillegal8,prettyhappy
1973,married,ds_no,3,53,11,female,white,protestant,x_no,illegal,prettyhappy
1988,married,ds_no,4,37,13,male,white,protestant,x_no,illegal,prettyhappy
1978,married,ds_no,4,72,11,male,white,protestant,x_no,illegalillegal8,prettyhappy
1980,married,ds_no,1,30,16,female,white,catholic,x_yes,illegalillegal8,prettyhappy
2000,married,ds_yes,1,51,12,female,white,none,x_no,illegal,prettyhappy
1996,married,ds_no,0,28,12,male,white,catholic,x_yes,illegalillegal8,prettyhappy
1987,married,ds_no,2,39,19,female,other,none,x_no,illegalillegal8,prettyhappy
1998,married,ds_no,2,57,10,female,white,protestant,x_no,illegal,prettyhappy
1994,married,ds_no,4,51,12,male,black,protestant,x_yes,illegalillegal8,prettyhappy
2008,married,ds_yes,2,55,16,female,white,protestant,x_no,illegalillegal8,prettyhappy
1978,married,ds_yes,6,38,10,female,white,protestant,x_no,illegal,prettyhappy
1975,married,ds_no,3,29,10,female,white,catholic,x_yes,illegalillegal8,prettyhappy
2014,married,ds_no,2,51,14,male,white,protestant,x_no,illegal,prettyhappy
2014,married,ds_no,4,42,11,female,black,protestant,x_yes,illegalillegal8,prettyhappy
2010,married,ds_no,7,29,10,female,white,protestant,x_no,illegal,prettyhappy
2002,married,ds_no,2,45,13,female,white,other,x_no,illegalillegal8,prettyhappy
1986,married,ds_no,0,73,10,female,white,protestant,x_no,illegal,prettyhappy
1983,married,ds_no,4,56,14,female,white,protestant,x_no,illegalillegal8,prettyhappy
1994,married,ds_no,2,59,15,female,white,protestant,x_no,illegal,prettyhappy
1987,married,ds_no,4,49,8,female,black,protestant,x_no,illegal,prettyhappy
1976,married,ds_no,2,31,9,female,white,catholic,x_no,illegalillegal8,prettyhappy
2010,married,ds_no,1,55,13,female,white,none,x_yes,illegalillegal8,prettyhappy
1984,married,ds_no,5,46,12,female,white,protestant,x_no,illegalillegal8,prettyhappy
1983,married,ds_no,4,67,10,male,white,protestant,x_no,illegalillegal8,prettyhappy
1978,married,ds_yes,3,40,12,female,white,catholic,x_no,illegal,prettyhappy
2000,married,ds_no,3,77,12,female,white,protestant,x_no,illegal,prettyhappy
1986,married,ds_no,2,51,12,female,white,catholic,x_no,illegal,prettyhappy
2008,married,ds_no,2,76,16,male,white,protestant,x_no,illegalillegal8,prettyhappy
1989,married,ds_no,6,75,9,male,white,protestant,x_no,dontknow,prettyhappy
1978,married,ds_no,4,54,11,male,black,protestant,x_no,illegalillegal8,prettyhappy
2016,married,ds_yes,1,46,14,male,black,protestant,x_no,illegal,prettyhappy
2018,married,ds_no,5,49,6,male,other,catholic,x_no,illegal,prettyhappy
1991,married,ds_no,2,29,12,female,white,catholic,x_no,illegalillegal8,prettyhappy
2008,married,ds_no,1,39,17,male,other,hinduism,x_no,illegalillegal8,prettyhappy
1993,married,ds_no,2,52,17,male,white,jewish,x_no,illegalillegal8,prettyhappy
1975,married,ds_yes,5,43,12,female,white,catholic,x_no,illegalillegal8,prettyhappy
1986,married,ds_no,2,42,7,male,other,none,x_no,illegal,prettyhappy
1988,married,ds_no,4,54,12,female,white,protestant,x_no,illegal,prettyhappy
2008,married,ds_no,3,32,12,female,white,protestant,x_no,illegal,prettyhappy
1978,married,ds_no,2,25,12,female,black,protestant,x_no,illegalillegal8,prettyhappy
1983,married,ds_yes,2,58,12,female,white,catholic,x_no,illegal,prettyhappy
1991,married,ds_no,8,51,10,female,white,protestant,x_no,illegal,prettyhappy
2014,married,ds_no,2,35,6,male,white,catholic,x_no,illegalillegal8,prettyhappy
1987,married,ds_no,8,59,13,female,white,catholic,x_no,illegal,prettyhappy
1987,married,ds_no,1,62,16,female,white,protestant,x_no,illegalillegal8,prettyhappy
1989,married,ds_no,4,67,12,female,white,protestant,x_no,illegalillegal8,prettyhappy
1975,married,ds_no,6,36,11,female,black,protestant,x_no,illegalillegal8,prettyhappy
1996,married,ds_no,4,66,12,male,black,protestant,x_no,illegalillegal8,prettyhappy
1991,married,ds_no,3,38,18,male,white,catholic,x_no,illegalillegal8,prettyhappy
2010,married,ds_no,2,52,12,female,white,catholic,x_yes,illegal,prettyhappy
1983,married,ds_no,4,67,9,male,white,catholic,x_no,legal,prettyhappy
1975,married,ds_no,4,35,11,male,white,none,x_yes,illegalillegal8,prettyhappy
1994,married,ds_no,1,18,13,male,white,protestant,x_yes,illegalillegal8,prettyhappy
1978,married,ds_no,6,34,6,female,other,catholic,x_yes,illegalillegal8,prettyhappy
1984,married,ds_no,2,23,11,female,white,none,x_no,illegalillegal8,prettyhappy
1984,married,ds_no,4,45,12,male,white,protestant,x_yes,illegalillegal8,prettyhappy
1976,married,ds_no,1,29,13,male,white,protestant,x_yes,illegalillegal8,prettyhappy
1986,married,ds_no,0,30,19,female,white,jewish,x_no,illegal,prettyhappy
1984,married,ds_no,2,44,11,male,white,protestant,x_no,illegalillegal8,prettyhappy
1989,married,ds_no,3,49,16,female,white,jewish,x_no,illegal,prettyhappy
1987,married,ds_no,2,28,13,female,white,protestant,x_yes,illegalillegal8,prettyhappy
1988,married,ds_no,0,70,12,male,white,protestant,x_no,legal,prettyhappy
1976,married,ds_no,2,38,10,female,white,protestant,x_no,illegal,prettyhappy
1987,married,ds_no,3,36,12,female,white,catholic,x_no,illegalillegal8,prettyhappy
1987,married,ds_no,1,29,16,female,other,none,x_no,illegal,prettyhappy
2018,married,ds_no,2,42,20,female,white,catholic,x_no,illegalillegal8,prettyhappy
2000,married,ds_no,2,50,13,female,white,protestant,x_no,illegal,prettyhappy
2016,married,ds_no,3,62,18,female,white,protestant,x_no,illegalillegal8,prettyhappy
2018,married,ds_no,2,44,16,female,other,muslim,x_no,illegal,prettyhappy
2000,married,ds_no,3,29,12,male,white,none,x_no,illegalillegal8,prettyhappy
1980,married,ds_no,1,23,12,male,white,protestant,x_yes,illegalillegal8,prettyhappy
2012,married,ds_yes,5,72,12,male,white,protestant,x_no,illegalillegal8,prettyhappy
2012,married,ds_no,2,37,18,female,white,none,x_no,illegalillegal8,prettyhappy
1989,married,ds_no,2,73,5,male,white,protestant,x_no,illegal,prettyhappy
1988,married,ds_no,4,45,14,female,white,catholic,x_no,illegalillegal8,prettyhappy
1998,married,ds_no,3,37,13,male,white,catholic,x_no,illegalillegal8,prettyhappy
1983,married,ds_no,2,64,14,male,white,protestant,x_no,legal,prettyhappy
1983,married,ds_no,2,71,20,male,white,none,x_no,illegal,prettyhappy
1986,married,ds_no,2,67,7,male,white,protestant,x_no,illegal,prettyhappy
1994,married,ds_no,0,24,13,male,white,protestant,x_no,illegalillegal8,prettyhappy
2000,married,ds_no,1,32,17,female,white,protestant,x_no,illegalillegal8,prettyhappy
1975,married,ds_no,0,29,12,female,white,protestant,x_no,illegalillegal8,prettyhappy
2006,married,ds_yes,2,46,12,female,white,protestant,x_no,illegal,prettyhappy
1987,married,ds_no,3,33,14,female,black,protestant,x_no,illegalillegal8,prettyhappy
2006,married,ds_no,1,45,14,male,white,protestant,x_no,illegal,prettyhappy
2010,married,ds_no,8,46,13,female,white,catholic,x_no,illegal,prettyhappy
1973,married,ds_no,4,29,12,female,white,catholic,x_yes,illegalillegal8,prettyhappy
1996,married,ds_no,2,51,13,male,white,protestant,x_yes,illegalillegal8,prettyhappy
2016,married,ds_no,2,53,20,female,white,none,x_no,illegalillegal8,prettyhappy
2002,married,ds_no,4,59,12,female,white,protestant,x_no,illegal,prettyhappy
2018,married,ds_no,4,28,9,female,white,protestant,x_no,illegal,prettyhappy
1983,married,ds_no,1,29,11,female,white,protestant,x_no,illegalillegal8,prettyhappy
1984,married,ds_no,3,35,16,male,white,catholic,x_yes,illegalillegal8,prettyhappy
1987,married,ds_no,2,68,8,female,white,protestant,x_no,illegal,prettyhappy
1975,married,ds_no,5,53,16,female,white,protestant,x_no,illegal,prettyhappy
1976,married,ds_no,0,32,6,male,black,catholic,x_yes,illegalillegal8,prettyhappy
2014,married,ds_yes,2,80,14,female,white,protestant,x_no,illegalillegal8,prettyhappy
1994,married,ds_no,3,56,18,male,white,protestant,x_no,illegal,prettyhappy
2014,married,ds_no,1,60,12,male,white,catholic,x_no,illegalillegal8,prettyhappy
1973,married,ds_no,4,63,14,male,white,catholic,x_no,illegal,prettyhappy
2006,married,ds_yes,0,47,13,female,black,protestant,x_no,illegal,prettyhappy
2016,married,ds_yes,2,57,14,female,white,protestant,x_no,illegal,prettyhappy
1994,married,ds_no,1,36,12,female,white,protestant,x_no,illegal,prettyhappy
1975,married,ds_no,2,38,12,female,white,catholic,x_no,illegal,prettyhappy
2016,married,ds_yes,1,56,12,female,black,protestant,x_no,illegalillegal8,prettyhappy
1996,married,ds_no,3,67,13,female,white,protestant,x_no,illegal,prettyhappy
1987,married,ds_no,5,59,12,female,white,protestant,x_yes,illegalillegal8,prettyhappy
1983,married,ds_no,3,34,7,female,white,protestant,x_no,illegal,prettyhappy
2010,married,ds_yes,4,35,12,female,white,protestant,x_no,illegal,prettyhappy
2008,married,ds_no,1,49,14,female,white,protestant,x_no,illegalillegal8,prettyhappy
2008,married,ds_no,4,77,16,male,black,protestant,x_no,illegal,prettyhappy
1998,married,ds_no,2,48,12,male,black,protestant,x_no,dontknow,prettyhappy
1987,married,ds_no,3,33,12,female,black,protestant,x_no,illegal,prettyhappy
1996,married,ds_yes,2,46,12,female,white,catholic,x_no,illegal,prettyhappy
2008,married,ds_no,4,36,16,female,black,protestant,x_no,illegalillegal8,prettyhappy
2018,married,ds_no,0,44,12,male,white,protestant,x_yes,illegalillegal8,prettyhappy
1983,married,ds_yes,3,39,9,male,white,protestant,x_no,illegal,prettyhappy
1975,married,ds_no,2,28,12,male,black,none,x_yes,illegalillegal8,prettyhappy
1996,married,ds_no,0,30,12,male,white,protestant,x_no,illegalillegal8,prettyhappy
1975,married,ds_no,2,29,12,female,white,catholic,x_yes,illegalillegal8,prettyhappy
1998,married,ds_no,4,66,16,male,white,catholic,x_no,illegalillegal8,prettyhappy
1973,married,ds_no,6,40,12,female,black,protestant,x_no,illegalillegal8,prettyhappy
1987,married,ds_no,3,49,16,male,white,protestant,x_no,dontknow,prettyhappy
1983,married,ds_no,2,61,7,female,white,protestant,x_no,illegal,prettyhappy
1983,married,ds_yes,3,39,6,female,white,protestant,x_no,illegal,prettyhappy
2006,married,ds_yes,3,68,12,male,white,none,x_no,illegal,prettyhappy
1976,married,ds_no,1,36,18,female,white,protestant,x_no,illegalillegal8,prettyhappy
1996,married,ds_no,3,47,16,female,white,catholic,x_no,illegalillegal8,prettyhappy
1975,married,ds_no,1,34,17,female,white,protestant,x_yes,illegalillegal8,prettyhappy
2016,married,ds_no,2,33,12,male,white,none,x_yes,illegalillegal8,prettyhappy
1996,married,ds_no,2,46,12,male,white,catholic,x_yes,illegalillegal8,prettyhappy
2012,married,ds_no,0,36,18,male,white,none,x_yes,illegalillegal8,prettyhappy
1984,married,ds_no,3,34,9,female,other,protestant,x_no,illegal,prettyhappy
1978,married,ds_no,1,54,8,male,white,protestant,x_no,illegalillegal8,prettyhappy
1986,married,ds_no,3,28,10,male,white,none,x_no,illegal,prettyhappy
2002,married,ds_no,3,34,16,female,white,protestant,x_no,illegal,prettyhappy
1978,married,ds_no,3,32,12,male,white,protestant,x_no,illegalillegal8,prettyhappy
2018,married,ds_no,1,24,12,female,black,catholic,x_no,illegal,prettyhappy
1984,married,ds_no,0,38,13,female,white,protestant,x_yes,illegal,prettyhappy
1996,married,ds_no,1,31,14,male,black,protestant,x_yes,illegalillegal8,prettyhappy
1987,married,ds_no,2,61,12,female,white,catholic,x_no,illegal,prettyhappy
2010,married,ds_no,3,30,12,female,other,catholic,x_yes,illegalillegal8,prettyhappy
1973,married,ds_no,4,45,11,male,white,catholic,x_no,illegal,prettyhappy
1996,married,ds_no,1,22,12,male,white,protestant,x_no,illegalillegal8,prettyhappy
1993,married,ds_no,3,33,12,male,white,other,x_no,illegal,prettyhappy
2004,married,ds_no,1,58,12,female,white,protestant,x_no,illegal,prettyhappy
2000,married,ds_no,2,62,13,male,white,protestant,x_no,illegalillegal8,prettyhappy
1994,married,ds_no,6,66,12,female,black,catholic,x_no,illegal,prettyhappy
2006,married,ds_yes,4,36,10,female,white,none,x_no,legal,prettyhappy
1975,married,ds_no,1,26,13,female,white,protestant,x_no,illegal,prettyhappy
2004,married,ds_no,4,46,15,female,white,protestant,x_no,illegal,prettyhappy
2000,married,ds_no,2,73,7,male,white,protestant,x_no,illegal,prettyhappy
2014,married,ds_no,2,26,11,female,white,catholic,x_no,illegal,prettyhappy
2004,married,ds_yes,3,49,12,male,white,protestant,x_no,illegal,prettyhappy
2000,married,ds_no,0,31,14,female,white,protestant,x_yes,illegalillegal8,prettyhappy
1986,married,ds_no,2,37,16,female,white,catholic,x_no,illegalillegal8,prettyhappy
2012,married,ds_yes,2,44,16,male,white,christian,x_no,illegalillegal8,prettyhappy
2004,married,ds_no,2,56,16,male,white,catholic,x_no,illegal,prettyhappy
1980,married,ds_no,4,66,8,female,white,protestant,x_no,illegal,prettyhappy
1976,married,ds_no,0,58,7,male,white,protestant,x_no,illegal,prettyhappy
2012,married,ds_yes,1,66,12,female,white,none,x_no,legal,prettyhappy
1994,married,ds_no,0,41,17,male,white,catholic,x_no,illegalillegal8,prettyhappy
2006,married,ds_no,4,74,13,male,white,catholic,x_yes,illegalillegal8,prettyhappy
1987,married,ds_no,4,73,2,female,black,protestant,x_no,illegal,prettyhappy
1973,married,ds_yes,0,29,11,female,white,protestant,x_yes,illegalillegal8,prettyhappy
2008,married,ds_no,8,83,0,male,other,catholic,x_no,dontknow,prettyhappy
1986,married,ds_no,4,50,14,female,white,protestant,x_no,illegal,prettyhappy
2018,married,ds_no,2,60,12,male,white,none,x_no,illegalillegal8,prettyhappy
1987,married,ds_no,0,21,12,female,white,protestant,x_yes,illegalillegal8,prettyhappy
1998,married,ds_no,2,38,12,female,white,protestant,x_no,illegal,prettyhappy
1989,married,ds_no,5,65,12,female,black,protestant,x_no,illegal,prettyhappy
1998,married,ds_no,3,64,12,female,white,catholic,x_no,legal,prettyhappy
1978,married,ds_yes,2,30,14,male,white,protestant,x_no,illegalillegal8,prettyhappy
1983,married,ds_no,0,21,12,male,white,protestant,x_no,illegalillegal8,prettyhappy
1978,married,ds_no,2,55,12,male,white,protestant,x_no,illegalillegal8,prettyhappy
1988,married,ds_yes,0,65,12,male,black,other,x_yes,illegalillegal8,prettyhappy
1975,married,ds_no,2,33,12,female,white,protestant,x_no,illegalillegal8,prettyhappy
1983,married,ds_no,3,46,14,female,white,protestant,x_no,illegalillegal8,prettyhappy
1984,married,ds_no,2,57,12,female,white,protestant,x_no,illegal,prettyhappy
1978,married,ds_no,1,49,11,male,white,protestant,x_no,illegal,prettyhappy
1978,married,ds_no,0,48,13,female,white,catholic,x_no,illegalillegal8,prettyhappy
1990,married,ds_no,3,67,12,female,white,catholic,x_no,illegalillegal8,prettyhappy
2016,married,ds_no,1,54,16,female,white,catholic,x_no,illegalillegal8,prettyhappy
1994,married,ds_no,2,36,12,male,white,protestant,x_yes,illegalillegal8,prettyhappy
2018,married,ds_no,0,51,1,male,other,none,x_no,illegal,prettyhappy
1983,married,ds_no,2,44,10,female,white,catholic,x_no,illegal,prettyhappy
2008,married,ds_no,3,54,12,male,white,protestant,x_no,illegal,prettyhappy
2012,married,ds_no,2,58,18,female,white,catholic,x_no,illegalillegal8,prettyhappy
2000,married,ds_yes,3,37,9,female,white,protestant,x_no,illegal,prettyhappy
1976,married,ds_no,1,45,12,male,white,protestant,x_no,dontknow,prettyhappy
1986,married,ds_no,0,44,20,male,white,protestant,x_no,illegalillegal8,prettyhappy
2008,married,ds_no,2,57,15,female,white,orthodoxchristian,x_no,illegalillegal8,prettyhappy
1991,married,ds_no,0,76,10,female,white,catholic,x_no,illegal,prettyhappy
1990,married,ds_no,2,79,12,male,white,catholic,x_yes,illegal,prettyhappy
1988,married,ds_yes,2,55,16,male,black,protestant,x_yes,illegalillegal8,prettyhappy
1994,married,ds_no,1,30,12,female,white,catholic,x_no,illegal,prettyhappy
1973,married,ds_no,2,33,12,female,white,catholic,x_no,illegal,prettyhappy
1998,married,ds_no,2,46,14,female,white,protestant,x_no,illegalillegal8,prettyhappy
1973,married,ds_no,2,44,4,male,white,catholic,x_no,illegalillegal8,prettyhappy
2014,married,ds_no,2,29,14,female,black,protestant,x_yes,illegalillegal8,prettyhappy
1975,married,ds_no,1,28,10,female,white,protestant,x_no,illegal,prettyhappy
1980,married,ds_no,5,50,9,male,white,protestant,x_no,illegal,prettyhappy
1986,married,ds_no,4,99,12,female,white,catholic,x_no,illegal,prettyhappy
1986,married,ds_no,1,26,12,male,white,catholic,x_no,illegalillegal8,prettyhappy
1973,married,ds_no,0,24,12,female,white,protestant,x_yes,illegalillegal8,prettyhappy
2008,married,ds_no,2,28,12,female,white,catholic,x_yes,illegalillegal8,prettyhappy
2008,married,ds_no,6,80,18,male,white,catholic,x_no,illegal,prettyhappy
1986,married,ds_no,2,27,9,male,white,protestant,x_no,illegal,prettyhappy
1991,married,ds_no,5,50,10,female,white,protestant,x_no,illegal,prettyhappy
1978,married,ds_no,0,34,16,male,black,protestant,x_no,illegalillegal8,prettyhappy
1973,married,ds_no,0,63,10,female,white,protestant,x_no,dontknow,prettyhappy
2002,married,ds_yes,3,53,14,male,white,protestant,x_no,illegalillegal8,prettyhappy
1986,married,ds_no,0,24,12,male,white,protestant,x_yes,illegalillegal8,prettyhappy
1991,married,ds_no,2,45,12,female,white,protestant,x_no,illegal,prettyhappy
1980,married,ds_no,4,43,16,female,white,catholic,x_no,illegalillegal8,prettyhappy
1973,married,ds_no,4,66,11,female,white,protestant,x_no,illegal,prettyhappy
1996,married,ds_yes,4,56,3,female,white,none,x_no,illegal,prettyhappy
1983,married,ds_no,1,30,15,female,white,catholic,x_no,illegalillegal8,prettyhappy
1976,married,ds_no,3,57,12,male,white,catholic,x_no,illegalillegal8,prettyhappy
1975,married,ds_no,1,28,14,female,white,none,x_yes,illegalillegal8,prettyhappy
2016,married,ds_no,3,40,11,female,black,protestant,x_no,illegal,prettyhappy
1975,married,ds_no,1,30,20,male,white,jewish,x_no,illegalillegal8,prettyhappy
2010,married,ds_no,2,32,13,female,white,protestant,x_no,illegalillegal8,prettyhappy
1994,married,ds_no,3,65,11,female,white,none,x_no,illegal,prettyhappy
2010,married,ds_no,5,62,16,male,black,protestant,x_yes,illegalillegal8,prettyhappy
1987,married,ds_no,2,37,12,male,white,protestant,x_no,illegalillegal8,prettyhappy
1975,married,ds_yes,2,55,9,female,black,protestant,x_no,illegalillegal8,prettyhappy
1984,married,ds_no,1,29,10,male,white,protestant,x_yes,illegalillegal8,prettyhappy
2006,married,ds_yes,2,44,12,female,white,protestant,x_no,illegal,prettyhappy
2008,married,ds_yes,2,53,14,male,white,none,x_no,illegalillegal8,prettyhappy
1993,married,ds_yes,3,67,16,female,white,protestant,x_no,illegal,prettyhappy
1994,married,ds_no,2,29,11,female,white,protestant,x_no,legal,prettyhappy
1973,married,ds_yes,0,62,7,female,black,protestant,x_no,illegal,prettyhappy
1973,married,ds_no,2,36,18,male,white,none,x_yes,illegalillegal8,prettyhappy
1998,married,ds_yes,4,45,12,male,white,protestant,x_no,illegalillegal8,prettyhappy
1993,married,ds_yes,3,50,13,male,white,protestant,x_no,illegal,prettyhappy
1989,married,ds_no,2,30,13,male,white,catholic,x_yes,illegalillegal8,prettyhappy
1987,married,ds_no,3,36,12,male,white,protestant,x_no,illegalillegal8,prettyhappy
2006,married,ds_no,3,40,10,male,white,none,x_yes,illegalillegal8,prettyhappy
1976,married,ds_no,0,23,11,male,white,protestant,x_yes,illegalillegal8,prettyhappy
2006,married,ds_no,2,66,16,male,other,protestant,x_no,illegalillegal8,prettyhappy
1990,married,ds_no,1,51,16,male,black,protestant,x_yes,illegalillegal8,prettyhappy
1983,married,ds_yes,1,28,14,female,white,jewish,x_yes,illegalillegal8,prettyhappy
2016,married,ds_yes,2,53,16,male,white,none,x_yes,illegalillegal8,prettyhappy
1983,married,ds_no,0,32,14,male,white,protestant,x_no,illegal,prettyhappy
1990,married,ds_no,2,35,12,female,white,catholic,x_no,illegalillegal8,prettyhappy
1994,married,ds_no,1,31,17,female,white,catholic,x_yes,illegalillegal8,prettyhappy
1973,married,ds_no,2,54,12,female,white,protestant,x_no,illegal,prettyhappy
1973,married,ds_yes,8,63,14,female,white,protestant,x_no,dontknow,prettyhappy
1975,married,ds_no,3,41,12,female,white,protestant,x_yes,illegal,prettyhappy
1983,married,ds_no,4,49,14,male,white,none,x_no,illegal,prettyhappy
1980,married,ds_no,8,60,10,female,black,protestant,x_no,illegal,prettyhappy
2004,married,ds_no,3,53,12,female,white,protestant,x_no,illegal,prettyhappy
2016,married,ds_no,2,81,13,female,white,protestant,x_no,illegal,prettyhappy
2000,married,ds_no,2,59,14,female,white,protestant,x_no,illegal,prettyhappy
1978,married,ds_no,2,35,18,male,black,none,x_yes,illegalillegal8,prettyhappy
1994,married,ds_yes,3,52,13,female,white,none,x_no,illegal,prettyhappy
1998,married,ds_yes,0,67,14,female,white,catholic,x_no,illegalillegal8,prettyhappy
1996,married,ds_no,0,30,17,male,white,protestant,x_no,illegalillegal8,prettyhappy
1980,married,ds_yes,3,47,12,female,white,protestant,x_no,illegal,prettyhappy
1984,married,ds_no,4,52,14,male,white,catholic,x_yes,illegalillegal8,prettyhappy
1984,married,ds_no,0,27,12,female,black,protestant,x_yes,illegal,prettyhappy
1991,married,ds_yes,3,38,12,female,white,protestant,x_yes,illegal,prettyhappy
2000,married,ds_no,2,50,12,female,white,protestant,x_no,illegalillegal8,prettyhappy
1984,married,ds_no,2,32,16,male,white,protestant,x_no,illegalillegal8,prettyhappy
1980,married,ds_no,0,30,12,female,white,protestant,x_no,illegalillegal8,prettyhappy
1998,married,ds_no,0,36,16,male,white,catholic,x_no,illegalillegal8,prettyhappy
1980,married,ds_no,2,59,16,female,white,catholic,x_no,illegal,prettyhappy
2006,married,ds_no,4,31,13,female,white,catholic,x_no,illegalillegal8,prettyhappy
2008,married,ds_no,2,47,13,female,other,christian,x_no,illegal,prettyhappy
2008,married,ds_no,2,81,10,male,white,catholic,x_no,illegal,prettyhappy
2010,married,ds_yes,1,58,18,female,black,catholic,x_no,illegal,prettyhappy
2016,married,ds_no,3,39,13,female,white,catholic,x_no,illegalillegal8,prettyhappy
1976,married,ds_no,5,48,19,female,white,protestant,x_no,illegal,prettyhappy
1976,married,ds_no,1,28,14,female,white,protestant,x_no,illegal,prettyhappy
1987,married,ds_no,3,65,14,male,white,protestant,x_yes,illegalillegal8,prettyhappy
2018,married,ds_no,2,38,15,male,white,protestant,x_no,illegalillegal8,prettyhappy
1990,married,ds_yes,4,56,12,male,white,catholic,x_no,illegal,prettyhappy
1983,married,ds_no,3,36,12,female,white,catholic,x_no,illegalillegal8,prettyhappy
1975,married,ds_no,1,26,12,female,white,protestant,x_no,illegal,prettyhappy
2018,married,ds_yes,1,45,19,male,white,protestant,x_no,illegalillegal8,prettyhappy
1986,married,ds_no,1,43,13,male,white,catholic,x_yes,illegalillegal8,prettyhappy
1983,married,ds_no,2,27,12,male,white,protestant,x_no,illegalillegal8,prettyhappy
1983,married,ds_no,2,39,10,female,white,catholic,x_no,illegal,prettyhappy
1984,married,ds_no,2,28,12,female,white,catholic,x_no,illegal,prettyhappy
2012,married,ds_no,2,50,16,male,black,none,x_no,illegalillegal8,prettyhappy
2000,married,ds_no,4,43,16,female,white,protestant,x_no,illegalillegal8,prettyhappy
1998,married,ds_no,3,35,14,female,white,none,x_no,illegalillegal8,prettyhappy
2000,married,ds_no,1,65,11,male,white,catholic,x_yes,illegalillegal8,prettyhappy
1986,married,ds_no,1,39,13,male,white,none,x_yes,illegalillegal8,prettyhappy
1989,married,ds_no,5,63,12,male,black,protestant,x_no,illegal,prettyhappy
1990,married,ds_no,0,45,12,male,white,protestant,x_no,illegal,prettyhappy
1975,married,ds_yes,1,69,12,female,white,protestant,x_no,illegal,prettyhappy
2004,married,ds_yes,2,51,16,female,white,protestant,x_no,illegal,prettyhappy
2000,married,ds_yes,3,42,12,female,white,other,x_yes,illegalillegal8,prettyhappy
2014,married,ds_no,3,27,12,male,other,catholic,x_yes,illegalillegal8,prettyhappy
1986,married,ds_no,2,30,14,female,white,protestant,x_yes,illegalillegal8,prettyhappy
1975,married,ds_yes,1,60,8,male,white,protestant,x_no,illegal,prettyhappy
2012,married,ds_yes,3,44,12,female,white,jewish,x_no,legal,prettyhappy
2016,married,ds_no,2,47,16,male,white,protestant,x_no,illegalillegal8,prettyhappy
1986,married,ds_no,4,33,9,female,white,catholic,x_no,illegal,prettyhappy
1980,married,ds_no,1,25,13,female,white,protestant,x_no,illegalillegal8,prettyhappy
1998,married,ds_yes,1,76,9,male,white,protestant,x_no,illegal,prettyhappy
1991,married,ds_no,2,65,8,female,black,protestant,x_no,illegalillegal8,prettyhappy
1991,married,ds_no,2,43,16,female,white,protestant,x_no,illegal,prettyhappy
2016,married,ds_yes,5,45,14,female,white,protestant,x_no,illegalillegal8,prettyhappy
1980,married,ds_no,3,51,18,female,white,protestant,x_no,illegalillegal8,prettyhappy
2008,married,ds_no,2,50,12,male,white,none,x_yes,illegalillegal8,prettyhappy
2004,married,ds_no,2,62,12,male,white,protestant,x_yes,illegalillegal8,prettyhappy
2000,married,ds_no,1,53,12,female,white,protestant,x_no,illegal,prettyhappy
2006,married,ds_no,2,59,15,male,white,catholic,x_no,illegalillegal8,prettyhappy
1991,married,ds_yes,3,41,12,female,white,protestant,x_no,illegal,prettyhappy
1989,married,ds_no,0,34,18,male,white,none,x_no,illegalillegal8,prettyhappy
1975,married,ds_no,0,80,8,male,white,protestant,x_no,illegal,prettyhappy
2006,married,ds_no,9,38,16,female,white,protestant,x_no,illegalillegal8,prettyhappy
2000,married,ds_no,2,43,11,male,white,protestant,x_no,illegal,prettyhappy
1976,married,ds_no,3,43,12,female,white,protestant,x_no,illegalillegal8,prettyhappy
1980,married,ds_no,2,31,18,male,white,catholic,x_no,illegalillegal8,prettyhappy
1975,married,ds_yes,0,20,12,female,white,protestant,x_no,illegalillegal8,prettyhappy
1975,married,ds_yes,7,34,11,female,white,protestant,x_no,illegalillegal8,prettyhappy
1988,married,ds_no,1,25,14,male,white,catholic,x_no,illegalillegal8,prettyhappy
2018,married,ds_no,3,42,9,female,other,protestant,x_no,illegal,prettyhappy
1973,married,ds_no,3,53,12,female,white,protestant,x_no,illegal,prettyhappy
2000,married,ds_no,2,36,14,female,other,catholic,x_no,illegal,prettyhappy
1984,married,ds_no,1,24,12,male,white,protestant,x_no,illegalillegal8,prettyhappy
1984,married,ds_yes,2,33,12,male,white,none,x_no,illegalillegal8,prettyhappy
2016,married,ds_yes,1,65,17,male,white,protestant,x_yes,illegalillegal8,prettyhappy
